"SampleID"	"PatientID"	"CellType"	"SeuratCluster"
"Melan-2_MTCs_16"	"Melan-2"	"MTCs"	"16"
"Melan-2_MTCs_18"	"Melan-2"	"MTCs"	"18"
"Melan-2_MTCs_19"	"Melan-2"	"MTCs"	"19"
"Melan-2_MTCs_20"	"Melan-2"	"MTCs"	"20"
"Melan-2_PC-1_2"	"Melan-2"	"PC-1"	"2"
"Melan-2_PC-2_2"	"Melan-2"	"PC-2"	"2"
"Melan-2_PC-3_2"	"Melan-2"	"PC-3"	"2"
"Melan-2_CM1_CD4+_T_6"	"Melan-2"	"CM1_CD4+_T"	"6"
"Melan-2_CM2_CD4+_T_15"	"Melan-2"	"CM2_CD4+_T"	"15"
"Melan-2_EM_CD8+_T_12"	"Melan-2"	"EM_CD8+_T"	"12"
"Melan-2_Treg_7"	"Melan-2"	"Treg"	"7"
"Melan-2_vSMCs_2"	"Melan-2"	"vSMCs"	"2"
"Melan-3_Astrocytes_7"	"Melan-3"	"Astrocytes"	"7"
"Melan-3_Astrocytes_14"	"Melan-3"	"Astrocytes"	"14"
"Melan-3_Astrocytes_15"	"Melan-3"	"Astrocytes"	"15"
"Melan-3_Astrocytes_18"	"Melan-3"	"Astrocytes"	"18"
"Melan-3_B-c1_12"	"Melan-3"	"B-c1"	"12"
"Melan-3_B-c2_1"	"Melan-3"	"B-c2"	"1"
"Melan-3_B-c2_3"	"Melan-3"	"B-c2"	"3"
"Melan-3_B-c2_4"	"Melan-3"	"B-c2"	"4"
"Melan-3_B-c2_7"	"Melan-3"	"B-c2"	"7"
"Melan-3_B-c2_12"	"Melan-3"	"B-c2"	"12"
"Melan-3_CD1C+/CLEC10A+_cDC2_4"	"Melan-3"	"CD1C+/CLEC10A+_cDC2"	"4"
"Melan-3_CD1C+/CLEC10A+_cDC2_7"	"Melan-3"	"CD1C+/CLEC10A+_cDC2"	"7"
"Melan-3_CD1C+/CLEC10A+_cDC2_10"	"Melan-3"	"CD1C+/CLEC10A+_cDC2"	"10"
"Melan-3_CD1C+/CLEC10A+_cDC2_12"	"Melan-3"	"CD1C+/CLEC10A+_cDC2"	"12"
"Melan-3_CD1C+/CLEC10A+_cDC2_19"	"Melan-3"	"CD1C+/CLEC10A+_cDC2"	"19"
"Melan-3_EC-1_8"	"Melan-3"	"EC-1"	"8"
"Melan-3_EC-2_8"	"Melan-3"	"EC-2"	"8"
"Melan-3_EC-3_8"	"Melan-3"	"EC-3"	"8"
"Melan-3_APOE+_MAMs_7"	"Melan-3"	"APOE+_MAMs"	"7"
"Melan-3_APOE+_MAMs_19"	"Melan-3"	"APOE+_MAMs"	"19"
"Melan-3_S100A8+_MAMs_7"	"Melan-3"	"S100A8+_MAMs"	"7"
"Melan-3_MSC-like-c1_8"	"Melan-3"	"MSC-like-c1"	"8"
"Melan-3_MSC-like-c1_13"	"Melan-3"	"MSC-like-c1"	"13"
"Melan-3_MSC-like-c1_14"	"Melan-3"	"MSC-like-c1"	"14"
"Melan-3_MSC-like-c2_14"	"Melan-3"	"MSC-like-c2"	"14"
"Melan-3_MTCs_0"	"Melan-3"	"MTCs"	"0"
"Melan-3_MTCs_1"	"Melan-3"	"MTCs"	"1"
"Melan-3_MTCs_2"	"Melan-3"	"MTCs"	"2"
"Melan-3_MTCs_3"	"Melan-3"	"MTCs"	"3"
"Melan-3_MTCs_4"	"Melan-3"	"MTCs"	"4"
"Melan-3_MTCs_5"	"Melan-3"	"MTCs"	"5"
"Melan-3_MTCs_6"	"Melan-3"	"MTCs"	"6"
"Melan-3_MTCs_7"	"Melan-3"	"MTCs"	"7"
"Melan-3_MTCs_8"	"Melan-3"	"MTCs"	"8"
"Melan-3_MTCs_9"	"Melan-3"	"MTCs"	"9"
"Melan-3_MTCs_10"	"Melan-3"	"MTCs"	"10"
"Melan-3_MTCs_11"	"Melan-3"	"MTCs"	"11"
"Melan-3_MTCs_12"	"Melan-3"	"MTCs"	"12"
"Melan-3_MTCs_14"	"Melan-3"	"MTCs"	"14"
"Melan-3_MTCs_15"	"Melan-3"	"MTCs"	"15"
"Melan-3_MTCs_16"	"Melan-3"	"MTCs"	"16"
"Melan-3_MTCs_20"	"Melan-3"	"MTCs"	"20"
"Melan-3_PC-1_2"	"Melan-3"	"PC-1"	"2"
"Melan-3_PC-1_8"	"Melan-3"	"PC-1"	"8"
"Melan-3_PC-1_20"	"Melan-3"	"PC-1"	"20"
"Melan-3_PC-2_2"	"Melan-3"	"PC-2"	"2"
"Melan-3_PC-2_13"	"Melan-3"	"PC-2"	"13"
"Melan-3_PC-2_14"	"Melan-3"	"PC-2"	"14"
"Melan-3_PC-3_2"	"Melan-3"	"PC-3"	"2"
"Melan-3_PC-3_8"	"Melan-3"	"PC-3"	"8"
"Melan-3_PC-3_16"	"Melan-3"	"PC-3"	"16"
"Melan-3_PC-3_20"	"Melan-3"	"PC-3"	"20"
"Melan-3_CM1_CD4+_T_6"	"Melan-3"	"CM1_CD4+_T"	"6"
"Melan-3_CM1_CD4+_T_10"	"Melan-3"	"CM1_CD4+_T"	"10"
"Melan-3_CM1_CD4+_T_12"	"Melan-3"	"CM1_CD4+_T"	"12"
"Melan-3_CM2_CD4+_T_1"	"Melan-3"	"CM2_CD4+_T"	"1"
"Melan-3_CM2_CD4+_T_6"	"Melan-3"	"CM2_CD4+_T"	"6"
"Melan-3_CM2_CD4+_T_10"	"Melan-3"	"CM2_CD4+_T"	"10"
"Melan-3_CM2_CD4+_T_12"	"Melan-3"	"CM2_CD4+_T"	"12"
"Melan-3_EM_CD8+_T_6"	"Melan-3"	"EM_CD8+_T"	"6"
"Melan-3_EM_CD8+_T_7"	"Melan-3"	"EM_CD8+_T"	"7"
"Melan-3_EM_CD8+_T_10"	"Melan-3"	"EM_CD8+_T"	"10"
"Melan-3_EM_CD8+_T_12"	"Melan-3"	"EM_CD8+_T"	"12"
"Melan-3_CM_T_6"	"Melan-3"	"CM_T"	"6"
"Melan-3_CM_T_9"	"Melan-3"	"CM_T"	"9"
"Melan-3_CM_T_12"	"Melan-3"	"CM_T"	"12"
"Melan-3_Treg_6"	"Melan-3"	"Treg"	"6"
"Melan-3_Treg_7"	"Melan-3"	"Treg"	"7"
"Melan-3_Treg_8"	"Melan-3"	"Treg"	"8"
"Melan-3_Treg_10"	"Melan-3"	"Treg"	"10"
"Melan-3_Treg_12"	"Melan-3"	"Treg"	"12"
"Melan-3_Treg_19"	"Melan-3"	"Treg"	"19"
"Melan-3_vSMCs_2"	"Melan-3"	"vSMCs"	"2"
"Melan-3_vSMCs_8"	"Melan-3"	"vSMCs"	"8"
"Melan-3_vSMCs_20"	"Melan-3"	"vSMCs"	"20"
"Ovarian-1_Astrocytes_18"	"Ovarian-1"	"Astrocytes"	"18"
"Ovarian-1_B-c1_12"	"Ovarian-1"	"B-c1"	"12"
"Ovarian-1_CD1C+/CLEC10A+_cDC2_7"	"Ovarian-1"	"CD1C+/CLEC10A+_cDC2"	"7"
"Ovarian-1_EC-1_8"	"Ovarian-1"	"EC-1"	"8"
"Ovarian-1_EC-2_8"	"Ovarian-1"	"EC-2"	"8"
"Ovarian-1_EC-3_8"	"Ovarian-1"	"EC-3"	"8"
"Ovarian-1_APOE+_MAMs_2"	"Ovarian-1"	"APOE+_MAMs"	"2"
"Ovarian-1_APOE+_MAMs_7"	"Ovarian-1"	"APOE+_MAMs"	"7"
"Ovarian-1_S100A8+_MAMs_2"	"Ovarian-1"	"S100A8+_MAMs"	"2"
"Ovarian-1_S100A8+_MAMs_7"	"Ovarian-1"	"S100A8+_MAMs"	"7"
"Ovarian-1_MSC-like-c1_2"	"Ovarian-1"	"MSC-like-c1"	"2"
"Ovarian-1_MSC-like-c1_14"	"Ovarian-1"	"MSC-like-c1"	"14"
"Ovarian-1_MSC-like-c2_2"	"Ovarian-1"	"MSC-like-c2"	"2"
"Ovarian-1_MSC-like-c2_13"	"Ovarian-1"	"MSC-like-c2"	"13"
"Ovarian-1_MSC-like-c2_14"	"Ovarian-1"	"MSC-like-c2"	"14"
"Ovarian-1_MTCs_0"	"Ovarian-1"	"MTCs"	"0"
"Ovarian-1_MTCs_1"	"Ovarian-1"	"MTCs"	"1"
"Ovarian-1_MTCs_2"	"Ovarian-1"	"MTCs"	"2"
"Ovarian-1_MTCs_3"	"Ovarian-1"	"MTCs"	"3"
"Ovarian-1_MTCs_4"	"Ovarian-1"	"MTCs"	"4"
"Ovarian-1_MTCs_5"	"Ovarian-1"	"MTCs"	"5"
"Ovarian-1_MTCs_6"	"Ovarian-1"	"MTCs"	"6"
"Ovarian-1_MTCs_7"	"Ovarian-1"	"MTCs"	"7"
"Ovarian-1_MTCs_8"	"Ovarian-1"	"MTCs"	"8"
"Ovarian-1_MTCs_9"	"Ovarian-1"	"MTCs"	"9"
"Ovarian-1_MTCs_10"	"Ovarian-1"	"MTCs"	"10"
"Ovarian-1_MTCs_11"	"Ovarian-1"	"MTCs"	"11"
"Ovarian-1_MTCs_12"	"Ovarian-1"	"MTCs"	"12"
"Ovarian-1_MTCs_14"	"Ovarian-1"	"MTCs"	"14"
"Ovarian-1_MTCs_15"	"Ovarian-1"	"MTCs"	"15"
"Ovarian-1_MTCs_16"	"Ovarian-1"	"MTCs"	"16"
"Ovarian-1_MTCs_17"	"Ovarian-1"	"MTCs"	"17"
"Ovarian-1_MTCs_18"	"Ovarian-1"	"MTCs"	"18"
"Ovarian-1_PC-1_2"	"Ovarian-1"	"PC-1"	"2"
"Ovarian-1_PC-2_2"	"Ovarian-1"	"PC-2"	"2"
"Ovarian-1_PC-3_2"	"Ovarian-1"	"PC-3"	"2"
"Ovarian-1_CM1_CD4+_T_13"	"Ovarian-1"	"CM1_CD4+_T"	"13"
"Ovarian-1_CM2_CD4+_T_18"	"Ovarian-1"	"CM2_CD4+_T"	"18"
"Ovarian-1_EM_CD8+_T_2"	"Ovarian-1"	"EM_CD8+_T"	"2"
"Ovarian-1_EM_CD8+_T_8"	"Ovarian-1"	"EM_CD8+_T"	"8"
"Ovarian-1_Treg_2"	"Ovarian-1"	"Treg"	"2"
"Ovarian-1_vSMCs_2"	"Ovarian-1"	"vSMCs"	"2"
"Ovarian-2_Astrocytes_15"	"Ovarian-2"	"Astrocytes"	"15"
"Ovarian-2_Astrocytes_18"	"Ovarian-2"	"Astrocytes"	"18"
"Ovarian-2_B-c1_1"	"Ovarian-2"	"B-c1"	"1"
"Ovarian-2_B-c1_12"	"Ovarian-2"	"B-c1"	"12"
"Ovarian-2_B-c2_0"	"Ovarian-2"	"B-c2"	"0"
"Ovarian-2_B-c2_1"	"Ovarian-2"	"B-c2"	"1"
"Ovarian-2_B-c2_10"	"Ovarian-2"	"B-c2"	"10"
"Ovarian-2_B-c2_12"	"Ovarian-2"	"B-c2"	"12"
"Ovarian-2_CD1C+/CLEC10A+_cDC2_7"	"Ovarian-2"	"CD1C+/CLEC10A+_cDC2"	"7"
"Ovarian-2_CD1C+/CLEC10A+_cDC2_19"	"Ovarian-2"	"CD1C+/CLEC10A+_cDC2"	"19"
"Ovarian-2_EC-1_8"	"Ovarian-2"	"EC-1"	"8"
"Ovarian-2_EC-2_8"	"Ovarian-2"	"EC-2"	"8"
"Ovarian-2_EC-3_8"	"Ovarian-2"	"EC-3"	"8"
"Ovarian-2_APOE+_MAMs_6"	"Ovarian-2"	"APOE+_MAMs"	"6"
"Ovarian-2_APOE+_MAMs_7"	"Ovarian-2"	"APOE+_MAMs"	"7"
"Ovarian-2_APOE+_MAMs_19"	"Ovarian-2"	"APOE+_MAMs"	"19"
"Ovarian-2_S100A8+_MAMs_6"	"Ovarian-2"	"S100A8+_MAMs"	"6"
"Ovarian-2_S100A8+_MAMs_7"	"Ovarian-2"	"S100A8+_MAMs"	"7"
"Ovarian-2_MSC-like-c1_13"	"Ovarian-2"	"MSC-like-c1"	"13"
"Ovarian-2_MSC-like-c1_14"	"Ovarian-2"	"MSC-like-c1"	"14"
"Ovarian-2_MSC-like-c2_14"	"Ovarian-2"	"MSC-like-c2"	"14"
"Ovarian-2_MTCs_0"	"Ovarian-2"	"MTCs"	"0"
"Ovarian-2_MTCs_1"	"Ovarian-2"	"MTCs"	"1"
"Ovarian-2_MTCs_2"	"Ovarian-2"	"MTCs"	"2"
"Ovarian-2_MTCs_3"	"Ovarian-2"	"MTCs"	"3"
"Ovarian-2_MTCs_4"	"Ovarian-2"	"MTCs"	"4"
"Ovarian-2_MTCs_5"	"Ovarian-2"	"MTCs"	"5"
"Ovarian-2_MTCs_6"	"Ovarian-2"	"MTCs"	"6"
"Ovarian-2_MTCs_7"	"Ovarian-2"	"MTCs"	"7"
"Ovarian-2_MTCs_8"	"Ovarian-2"	"MTCs"	"8"
"Ovarian-2_MTCs_9"	"Ovarian-2"	"MTCs"	"9"
"Ovarian-2_MTCs_10"	"Ovarian-2"	"MTCs"	"10"
"Ovarian-2_MTCs_11"	"Ovarian-2"	"MTCs"	"11"
"Ovarian-2_MTCs_14"	"Ovarian-2"	"MTCs"	"14"
"Ovarian-2_MTCs_15"	"Ovarian-2"	"MTCs"	"15"
"Ovarian-2_MTCs_16"	"Ovarian-2"	"MTCs"	"16"
"Ovarian-2_MTCs_17"	"Ovarian-2"	"MTCs"	"17"
"Ovarian-2_MTCs_18"	"Ovarian-2"	"MTCs"	"18"
"Ovarian-2_MTCs_20"	"Ovarian-2"	"MTCs"	"20"
"Ovarian-2_PC-1_2"	"Ovarian-2"	"PC-1"	"2"
"Ovarian-2_PC-1_20"	"Ovarian-2"	"PC-1"	"20"
"Ovarian-2_PC-2_2"	"Ovarian-2"	"PC-2"	"2"
"Ovarian-2_PC-2_6"	"Ovarian-2"	"PC-2"	"6"
"Ovarian-2_PC-2_11"	"Ovarian-2"	"PC-2"	"11"
"Ovarian-2_PC-2_14"	"Ovarian-2"	"PC-2"	"14"
"Ovarian-2_PC-3_2"	"Ovarian-2"	"PC-3"	"2"
"Ovarian-2_CM1_CD4+_T_6"	"Ovarian-2"	"CM1_CD4+_T"	"6"
"Ovarian-2_CM1_CD4+_T_10"	"Ovarian-2"	"CM1_CD4+_T"	"10"
"Ovarian-2_CM2_CD4+_T_0"	"Ovarian-2"	"CM2_CD4+_T"	"0"
"Ovarian-2_CM2_CD4+_T_1"	"Ovarian-2"	"CM2_CD4+_T"	"1"
"Ovarian-2_CM2_CD4+_T_4"	"Ovarian-2"	"CM2_CD4+_T"	"4"
"Ovarian-2_CM2_CD4+_T_6"	"Ovarian-2"	"CM2_CD4+_T"	"6"
"Ovarian-2_CM2_CD4+_T_10"	"Ovarian-2"	"CM2_CD4+_T"	"10"
"Ovarian-2_CM2_CD4+_T_11"	"Ovarian-2"	"CM2_CD4+_T"	"11"
"Ovarian-2_CM2_CD4+_T_12"	"Ovarian-2"	"CM2_CD4+_T"	"12"
"Ovarian-2_EM_CD8+_T_6"	"Ovarian-2"	"EM_CD8+_T"	"6"
"Ovarian-2_EM_CD8+_T_10"	"Ovarian-2"	"EM_CD8+_T"	"10"
"Ovarian-2_EM_CD8+_T_11"	"Ovarian-2"	"EM_CD8+_T"	"11"
"Ovarian-2_CM_T_0"	"Ovarian-2"	"CM_T"	"0"
"Ovarian-2_CM_T_6"	"Ovarian-2"	"CM_T"	"6"
"Ovarian-2_CM_T_9"	"Ovarian-2"	"CM_T"	"9"
"Ovarian-2_CM_T_10"	"Ovarian-2"	"CM_T"	"10"
"Ovarian-2_Treg_1"	"Ovarian-2"	"Treg"	"1"
"Ovarian-2_Treg_4"	"Ovarian-2"	"Treg"	"4"
"Ovarian-2_Treg_6"	"Ovarian-2"	"Treg"	"6"
"Ovarian-2_Treg_10"	"Ovarian-2"	"Treg"	"10"
"Ovarian-2_Treg_12"	"Ovarian-2"	"Treg"	"12"
"Ovarian-2_vSMCs_2"	"Ovarian-2"	"vSMCs"	"2"
"Renal-Cell-Carcinoma_Astrocytes_18"	"Renal-Cell-Carcinoma"	"Astrocytes"	"18"
"Renal-Cell-Carcinoma_B-c1_1"	"Renal-Cell-Carcinoma"	"B-c1"	"1"
"Renal-Cell-Carcinoma_B-c1_6"	"Renal-Cell-Carcinoma"	"B-c1"	"6"
"Renal-Cell-Carcinoma_B-c1_9"	"Renal-Cell-Carcinoma"	"B-c1"	"9"
"Renal-Cell-Carcinoma_B-c1_12"	"Renal-Cell-Carcinoma"	"B-c1"	"12"
"Renal-Cell-Carcinoma_CD1C+/CLEC10A+_cDC2_7"	"Renal-Cell-Carcinoma"	"CD1C+/CLEC10A+_cDC2"	"7"
"Renal-Cell-Carcinoma_CD1C+/CLEC10A+_cDC2_9"	"Renal-Cell-Carcinoma"	"CD1C+/CLEC10A+_cDC2"	"9"
"Renal-Cell-Carcinoma_EC-1_8"	"Renal-Cell-Carcinoma"	"EC-1"	"8"
"Renal-Cell-Carcinoma_EC-2_8"	"Renal-Cell-Carcinoma"	"EC-2"	"8"
"Renal-Cell-Carcinoma_EC-3_8"	"Renal-Cell-Carcinoma"	"EC-3"	"8"
"Renal-Cell-Carcinoma_APOE+_MAMs_7"	"Renal-Cell-Carcinoma"	"APOE+_MAMs"	"7"
"Renal-Cell-Carcinoma_APOE+_MAMs_9"	"Renal-Cell-Carcinoma"	"APOE+_MAMs"	"9"
"Renal-Cell-Carcinoma_APOE+_MAMs_11"	"Renal-Cell-Carcinoma"	"APOE+_MAMs"	"11"
"Renal-Cell-Carcinoma_APOE+_MAMs_19"	"Renal-Cell-Carcinoma"	"APOE+_MAMs"	"19"
"Renal-Cell-Carcinoma_S100A8+_MAMs_7"	"Renal-Cell-Carcinoma"	"S100A8+_MAMs"	"7"
"Renal-Cell-Carcinoma_MSC-like-c1_2"	"Renal-Cell-Carcinoma"	"MSC-like-c1"	"2"
"Renal-Cell-Carcinoma_MSC-like-c1_4"	"Renal-Cell-Carcinoma"	"MSC-like-c1"	"4"
"Renal-Cell-Carcinoma_MSC-like-c1_8"	"Renal-Cell-Carcinoma"	"MSC-like-c1"	"8"
"Renal-Cell-Carcinoma_MSC-like-c1_9"	"Renal-Cell-Carcinoma"	"MSC-like-c1"	"9"
"Renal-Cell-Carcinoma_MSC-like-c1_14"	"Renal-Cell-Carcinoma"	"MSC-like-c1"	"14"
"Renal-Cell-Carcinoma_MSC-like-c1_20"	"Renal-Cell-Carcinoma"	"MSC-like-c1"	"20"
"Renal-Cell-Carcinoma_MSC-like-c2_2"	"Renal-Cell-Carcinoma"	"MSC-like-c2"	"2"
"Renal-Cell-Carcinoma_MSC-like-c2_14"	"Renal-Cell-Carcinoma"	"MSC-like-c2"	"14"
"Renal-Cell-Carcinoma_MTC_0"	"Renal-Cell-Carcinoma"	"MTC"	"0"
"Renal-Cell-Carcinoma_MTC_2"	"Renal-Cell-Carcinoma"	"MTC"	"2"
"Renal-Cell-Carcinoma_MTC_5"	"Renal-Cell-Carcinoma"	"MTC"	"5"
"Renal-Cell-Carcinoma_MTC_6"	"Renal-Cell-Carcinoma"	"MTC"	"6"
"Renal-Cell-Carcinoma_MTC_8"	"Renal-Cell-Carcinoma"	"MTC"	"8"
"Renal-Cell-Carcinoma_MTC_9"	"Renal-Cell-Carcinoma"	"MTC"	"9"
"Renal-Cell-Carcinoma_MTC_10"	"Renal-Cell-Carcinoma"	"MTC"	"10"
"Renal-Cell-Carcinoma_MTC_11"	"Renal-Cell-Carcinoma"	"MTC"	"11"
"Renal-Cell-Carcinoma_MTC_14"	"Renal-Cell-Carcinoma"	"MTC"	"14"
"Renal-Cell-Carcinoma_MTC_17"	"Renal-Cell-Carcinoma"	"MTC"	"17"
"Renal-Cell-Carcinoma_PC-1_2"	"Renal-Cell-Carcinoma"	"PC-1"	"2"
"Renal-Cell-Carcinoma_PC-1_3"	"Renal-Cell-Carcinoma"	"PC-1"	"3"
"Renal-Cell-Carcinoma_PC-1_6"	"Renal-Cell-Carcinoma"	"PC-1"	"6"
"Renal-Cell-Carcinoma_PC-1_10"	"Renal-Cell-Carcinoma"	"PC-1"	"10"
"Renal-Cell-Carcinoma_PC-1_19"	"Renal-Cell-Carcinoma"	"PC-1"	"19"
"Renal-Cell-Carcinoma_PC-1_20"	"Renal-Cell-Carcinoma"	"PC-1"	"20"
"Renal-Cell-Carcinoma_PC-2_2"	"Renal-Cell-Carcinoma"	"PC-2"	"2"
"Renal-Cell-Carcinoma_PC-2_16"	"Renal-Cell-Carcinoma"	"PC-2"	"16"
"Renal-Cell-Carcinoma_PC-3_2"	"Renal-Cell-Carcinoma"	"PC-3"	"2"
"Renal-Cell-Carcinoma_PC-3_3"	"Renal-Cell-Carcinoma"	"PC-3"	"3"
"Renal-Cell-Carcinoma_PC-3_20"	"Renal-Cell-Carcinoma"	"PC-3"	"20"
"Renal-Cell-Carcinoma_CM1_CD4+_T_6"	"Renal-Cell-Carcinoma"	"CM1_CD4+_T"	"6"
"Renal-Cell-Carcinoma_CM1_CD4+_T_10"	"Renal-Cell-Carcinoma"	"CM1_CD4+_T"	"10"
"Renal-Cell-Carcinoma_EM_CD8+_T_7"	"Renal-Cell-Carcinoma"	"EM_CD8+_T"	"7"
"Renal-Cell-Carcinoma_EM_CD8+_T_10"	"Renal-Cell-Carcinoma"	"EM_CD8+_T"	"10"
"Renal-Cell-Carcinoma_EM_CD8+_T_16"	"Renal-Cell-Carcinoma"	"EM_CD8+_T"	"16"
"Renal-Cell-Carcinoma_EM_CD8+_T_20"	"Renal-Cell-Carcinoma"	"EM_CD8+_T"	"20"
"Renal-Cell-Carcinoma_Treg_8"	"Renal-Cell-Carcinoma"	"Treg"	"8"
"Renal-Cell-Carcinoma_vSMCs_2"	"Renal-Cell-Carcinoma"	"vSMCs"	"2"
"Renal-Cell-Carcinoma_vSMCs_20"	"Renal-Cell-Carcinoma"	"vSMCs"	"20"
"Unknown-carc_Astrocytes_0"	"Unknown-carc"	"Astrocytes"	"0"
"Unknown-carc_Astrocytes_14"	"Unknown-carc"	"Astrocytes"	"14"
"Unknown-carc_B-c1_7"	"Unknown-carc"	"B-c1"	"7"
"Unknown-carc_B-c1_12"	"Unknown-carc"	"B-c1"	"12"
"Unknown-carc_B-c2_7"	"Unknown-carc"	"B-c2"	"7"
"Unknown-carc_B-c2_12"	"Unknown-carc"	"B-c2"	"12"
"Unknown-carc_B-c2_14"	"Unknown-carc"	"B-c2"	"14"
"Unknown-carc_CD1C+/CLEC10A+_cDC2_7"	"Unknown-carc"	"CD1C+/CLEC10A+_cDC2"	"7"
"Unknown-carc_CD1C+/CLEC10A+_cDC2_12"	"Unknown-carc"	"CD1C+/CLEC10A+_cDC2"	"12"
"Unknown-carc_EC-1_8"	"Unknown-carc"	"EC-1"	"8"
"Unknown-carc_EC-1_12"	"Unknown-carc"	"EC-1"	"12"
"Unknown-carc_EC-2_8"	"Unknown-carc"	"EC-2"	"8"
"Unknown-carc_EC-3_8"	"Unknown-carc"	"EC-3"	"8"
"Unknown-carc_APOE+_MAMs_7"	"Unknown-carc"	"APOE+_MAMs"	"7"
"Unknown-carc_S100A8+_MAMs_7"	"Unknown-carc"	"S100A8+_MAMs"	"7"
"Unknown-carc_MSC-like-c1_14"	"Unknown-carc"	"MSC-like-c1"	"14"
"Unknown-carc_MSC-like-c2_14"	"Unknown-carc"	"MSC-like-c2"	"14"
"Unknown-carc_MTC_0"	"Unknown-carc"	"MTC"	"0"
"Unknown-carc_MTC_1"	"Unknown-carc"	"MTC"	"1"
"Unknown-carc_MTC_2"	"Unknown-carc"	"MTC"	"2"
"Unknown-carc_MTC_3"	"Unknown-carc"	"MTC"	"3"
"Unknown-carc_MTC_4"	"Unknown-carc"	"MTC"	"4"
"Unknown-carc_MTC_5"	"Unknown-carc"	"MTC"	"5"
"Unknown-carc_MTC_6"	"Unknown-carc"	"MTC"	"6"
"Unknown-carc_MTC_7"	"Unknown-carc"	"MTC"	"7"
"Unknown-carc_MTC_8"	"Unknown-carc"	"MTC"	"8"
"Unknown-carc_MTC_9"	"Unknown-carc"	"MTC"	"9"
"Unknown-carc_MTC_10"	"Unknown-carc"	"MTC"	"10"
"Unknown-carc_MTC_11"	"Unknown-carc"	"MTC"	"11"
"Unknown-carc_MTC_12"	"Unknown-carc"	"MTC"	"12"
"Unknown-carc_MTC_14"	"Unknown-carc"	"MTC"	"14"
"Unknown-carc_MTC_15"	"Unknown-carc"	"MTC"	"15"
"Unknown-carc_MTC_16"	"Unknown-carc"	"MTC"	"16"
"Unknown-carc_MTC_17"	"Unknown-carc"	"MTC"	"17"
"Unknown-carc_MTC_19"	"Unknown-carc"	"MTC"	"19"
"Unknown-carc_MTC_20"	"Unknown-carc"	"MTC"	"20"
"Unknown-carc_PC-1_2"	"Unknown-carc"	"PC-1"	"2"
"Unknown-carc_PC-1_14"	"Unknown-carc"	"PC-1"	"14"
"Unknown-carc_PC-1_20"	"Unknown-carc"	"PC-1"	"20"
"Unknown-carc_PC-2_14"	"Unknown-carc"	"PC-2"	"14"
"Unknown-carc_PC-3_2"	"Unknown-carc"	"PC-3"	"2"
"Unknown-carc_PC-3_14"	"Unknown-carc"	"PC-3"	"14"
"Unknown-carc_CM1_CD4+_T_6"	"Unknown-carc"	"CM1_CD4+_T"	"6"
"Unknown-carc_CM1_CD4+_T_7"	"Unknown-carc"	"CM1_CD4+_T"	"7"
"Unknown-carc_CM1_CD4+_T_10"	"Unknown-carc"	"CM1_CD4+_T"	"10"
"Unknown-carc_CM1_CD4+_T_12"	"Unknown-carc"	"CM1_CD4+_T"	"12"
"Unknown-carc_CM2_CD4+_T_7"	"Unknown-carc"	"CM2_CD4+_T"	"7"
"Unknown-carc_CM2_CD4+_T_12"	"Unknown-carc"	"CM2_CD4+_T"	"12"
"Unknown-carc_CM2_CD4+_T_14"	"Unknown-carc"	"CM2_CD4+_T"	"14"
"Unknown-carc_EM_CD8+_T_7"	"Unknown-carc"	"EM_CD8+_T"	"7"
"Unknown-carc_EM_CD8+_T_10"	"Unknown-carc"	"EM_CD8+_T"	"10"
"Unknown-carc_EM_CD8+_T_14"	"Unknown-carc"	"EM_CD8+_T"	"14"
"Unknown-carc_CM_T_7"	"Unknown-carc"	"CM_T"	"7"
"Unknown-carc_CM_T_14"	"Unknown-carc"	"CM_T"	"14"
"Unknown-carc_Treg_7"	"Unknown-carc"	"Treg"	"7"
"Unknown-carc_Treg_12"	"Unknown-carc"	"Treg"	"12"
"Unknown-carc_Treg_14"	"Unknown-carc"	"Treg"	"14"
"Unknown-carc_vSMCs_2"	"Unknown-carc"	"vSMCs"	"2"
