"SampleID"	"PatientID"	"CellType"	"SeuratCluster"
"GSE162631-R4-T_Microglia/Macrophage_11"	"GSE162631-R4-T"	"Microglia/Macrophage"	"11"
"GSE162631-R4-T_Microglia/Macrophage_12"	"GSE162631-R4-T"	"Microglia/Macrophage"	"12"
"GSE162631-R4-T_Microglia/Macrophage_14"	"GSE162631-R4-T"	"Microglia/Macrophage"	"14"
"GSE162631-R4-T_Microglia/Macrophage_15"	"GSE162631-R4-T"	"Microglia/Macrophage"	"15"
"GSE162631-R4-T_Microglia/Macrophage_16"	"GSE162631-R4-T"	"Microglia/Macrophage"	"16"
"GSE162631-R4-T_Mural cells_13"	"GSE162631-R4-T"	"Mural cells"	"13"
"GSE162631-R4-T_Neutrophils_0"	"GSE162631-R4-T"	"Neutrophils"	"0"
"GSE162631-R4-T_Neutrophils_4"	"GSE162631-R4-T"	"Neutrophils"	"4"
"GSE162631-R4-T_Neutrophils_5"	"GSE162631-R4-T"	"Neutrophils"	"5"
"GSE162631-R4-T_Neutrophils_6"	"GSE162631-R4-T"	"Neutrophils"	"6"
"GSE162631-R4-T_Neutrophils_8"	"GSE162631-R4-T"	"Neutrophils"	"8"
"GSE162631-R4-T_Neutrophils_11"	"GSE162631-R4-T"	"Neutrophils"	"11"
"GSE162631-R4-T_Proliferating Macrophage_0"	"GSE162631-R4-T"	"Proliferating Macrophage"	"0"
"GSE162631-R4-T_Proliferating Macrophage_1"	"GSE162631-R4-T"	"Proliferating Macrophage"	"1"
"GSE162631-R4-T_Proliferating Macrophage_2"	"GSE162631-R4-T"	"Proliferating Macrophage"	"2"
"GSE162631-R4-T_Proliferating Macrophage_3"	"GSE162631-R4-T"	"Proliferating Macrophage"	"3"
"GSE162631-R4-T_Proliferating Macrophage_4"	"GSE162631-R4-T"	"Proliferating Macrophage"	"4"
"GSE162631-R4-T_Proliferating Macrophage_5"	"GSE162631-R4-T"	"Proliferating Macrophage"	"5"
"GSE162631-R4-T_Proliferating Macrophage_6"	"GSE162631-R4-T"	"Proliferating Macrophage"	"6"
"GSE162631-R4-T_Proliferating Macrophage_9"	"GSE162631-R4-T"	"Proliferating Macrophage"	"9"
"GSE162631-R4-T_Proliferating Macrophage_10"	"GSE162631-R4-T"	"Proliferating Macrophage"	"10"
"GSE162631-R4-T_Tcell_0"	"GSE162631-R4-T"	"Tcell"	"0"
"GSE162631-R4-T_Tcell_6"	"GSE162631-R4-T"	"Tcell"	"6"
"GSE162631-R4-T_Tcell_11"	"GSE162631-R4-T"	"Tcell"	"11"
"GSE162631-R4-T_Tcell_14"	"GSE162631-R4-T"	"Tcell"	"14"
"GSE162631-R4-T_Tcell_16"	"GSE162631-R4-T"	"Tcell"	"16"
