""	"GSE139948-GSM4141788-92017_Myeloid"	"GSE139948-GSM4141788-92017_Tumor"	"GSE139948-GSM4141789-92217_Myeloid"	"GSE139948-GSM4141789-92217_Stroma"	"GSE139948-GSM4141789-92217_Tumor"	"GSE139948-GSM4141790-92717_Myeloid"	"GSE139948-GSM4141790-92717_Stroma"	"GSE139948-GSM4141790-92717_Tumor"
"GNG11"	1	1.00526073398422	1.01112820232173	2.03674249578647	1.02855364435068	1.15417762539854	8.56173244117799	2.24690932794346
"SHFM1"	2.15992109771022	3.01750013618474	2.29616327036785	2.51408734803951	3.28172843847857	2.27662171745563	2.73551224906525	3.32243012880998
"HIP1"	1.03735115003241	1.51047529926571	1.04419341245728	1.2025019746915	1.18618779568583	1.01763107384719	1.18184317863834	1.14778501368594
"PTPN12"	1.2503239472567	1.28437939151019	1.17212761504126	1.2981910103037	1.29864964842953	1.23596641753822	1.60628655059936	1.24994899335135
"POR"	1.07411605506518	1.24861795604984	1.15124870291457	1.15337922300414	1.29050560232103	1.15694466583113	1.0374774866045	1.20250225752733
"FGL2"	1.44825147983232	1.00141755444778	1.38239980811517	1	1.00322011716308	1.71339017788581	1.01881503832228	1.00531330559094
"STYXL1"	1.07411605506518	1.13502462686914	1.05511221275439	1.07789884134369	1.08515603435144	1.10385481757768	1.12867068761362	1.07035232585117
"STEAP4"	1	1.00101262958297	1	1	1.00214725382562	1	1	1.00075980771031
"GNAI1"	1.05580445098926	1.53703728717481	1.06598121821236	1.52495462683663	1.06721971565701	1.07259729201013	1.18184317863834	1.08016449997658
"PEX1"	1.03735115003241	1.10283668826584	1.03322383099053	1.02625586580147	1.09136400559559	1.0582556160516	1.11069976356626	1.14110351188735
"MTERF1"	1.01875136121762	1.1252381016583	1.04419341245728	1.07789884134369	1.14199960183402	1.04093113889517	1.01881503832228	1.12023146017135
"SGCE"	1.07411605506518	1.23389087002779	1.03322383099053	1.4361654160565	1.34186725710506	1.05537696400942	1.0374774866045	1.67182024697642
"RBM48"	1.03735115003241	1.13770458847198	1.06598121821236	1.10331196459953	1.12930809686424	1.04672005470974	1.14651581774123	1.10428201519502
"CASD1"	1.01875136121762	1.13272528547124	1.02220244700479	1.05221763352791	1.08515603435144	1.04672005470974	1.09259917994258	1.06936892075832
"ZNF780B"	1.05580445098926	1.02698418082295	1	1.02625586580147	1.03702488548864	1.04672005470974	1	1.04986369892842
"LRFN1"	1	1.05306414453306	1.02220244700479	1	1.04546560200296	1.01176917839321	1.01881503832228	1.03942833374605
"ZFP36"	4.55229702162114	1.42275831338985	4.45393599592817	2.51408734803951	1.83507322455727	3.16050380877541	2.66247111201389	1.77572931262844
"SRD5A3"	1.18124684721476	1.07258506101012	1.18250546801707	1.34487477223339	1.11910926680518	1.19538177770339	1.19933220223607	1.16961859265667
"RASL11B"	1	1.05603210309631	1.02220244700479	1	1.01632179957474	1.00589220926999	1.01881503832228	1.0055660097975
"PAICS"	1.1282446733515	1.69094046637607	1.10897788469283	1.25075174294259	1.65584245119116	1.19265455085604	1.19933220223607	1.60997305323378
"PPAT"	1	1.15676670976693	1.04419341245728	1.02625586580147	1.1399731704319	1.03512793573272	1	1.10791580165355
"TUBGCP6"	1.03735115003241	1.03418014558487	1.02220244700479	1	1.0372891174811	1.02347805892595	1.0374774866045	1.03718615305634
"DGCR6L"	1.28423315635868	1.33346897895681	1.35326626120181	1.12846853151883	1.50675334010004	1.22789717484292	1.31877310950436	1.42178302045689
"DGCR8"	1.01875136121762	1.09914832369172	1.02220244700479	1.02625586580147	1.08386072870891	1.04672005470974	1.07436485632772	1.09967160456637
"ASPHD2"	1.01875136121762	1.04175191812595	1.01112820232173	1.02625586580147	1.03252836923934	1.01763107384719	1	1.03718615305634
"VPREB3"	1	1.00465434906001	1	1	1.00482846058479	1.00294802018497	1	1.01061420833416
"SDF2L1"	1.64994751810445	1.47825702027161	1.76590795202759	1.65402185366412	1.44436252690728	1.81208850757628	1.43359936718351	1.46292377196488
"GAL3ST1"	1	1.15695662663757	1	1.07789884134369	1.05125112904616	1	1	1.0043022073917
"YWHAH"	3.90573493970444	1.57832524652319	2.20266125111911	2.44341171907364	2.81536067695439	4.32444888547556	2.53871593507686	2.01287842824147
"GNAZ"	1	1.04969597485935	1.01112820232173	1.07789884134369	1.05492549763629	1.0147020000494	1	1.0723179372633
"MGAT3"	1.03735115003241	1.03457927079282	1.01112820232173	1.02625586580147	1.0372891174811	1	1	1.01187451345158
"ATF4"	1.30103961247357	1.4598043745836	1.98549050974148	2.5838940353876	2.47703601132426	1.85943043401303	2.12289832756912	2.33327118190539
"A4GALT"	1	1.0008101399569	1	1.05221763352791	1.00161063145588	1	1.19933220223607	1.00126620433271
"CDC42EP1"	1	1.03657387552718	1.04419341245728	1.56849699932949	1.3454015420386	1.00883258836946	1.19933220223607	1.12071320362709
"APOL3"	1.11033200844589	1.00141755444778	1.05511221275439	1.36794878383046	1.01178483266586	1.03803133262865	1.25113804232749	1.02594285497412
"MCHR1"	1	1.01936414272486	1.03322383099053	1.22673188475871	1.27004506309465	1.01763107384719	1	1.28167059185065
"TPST2"	1.18124684721476	1.04791088834801	1.51495457410271	1.12846853151883	1.13032573474866	1.21168776227043	1.21670904246344	1.14373044786617
"BAIAP2L2"	1	1.00222718682142	1	1	1.00348825363216	1.00294802018497	1	1.00329065835431
"MPST"	1.23321612557044	1.46921437622502	1.30408148880098	1.3216241493946	1.39561811669061	1.26269751790573	1.30201088788875	1.40112334857589
"GALR3"	1	1.00161998970034	1	1	1.00134227253958	1	1	1.0010130201976
"TST"	1.01875136121762	1.08258006063109	1.02220244700479	1.12846853151883	1.06225730093667	1.08116165213642	1.05599248002206	1.07035232585117
"APOL2"	1.1282446733515	1.02518170262033	1.08757362490966	1.91959213268189	1.14326531339473	1.0754554318233	1.07436485632772	1.2018018043747
"RAC2"	1.46419432404227	1.00060763219248	3.82323480499419	1	1.00241551731118	1.57852147295588	1	1.00151936012914
"C22ORF23"	1	1.01171880370488	1	1.02625586580147	1.01178483266586	1	1	1.00884861124933
"APOBEC3A"	1.01875136121762	1.00647301836131	1.02220244700479	1	1.00643566516573	1.00294802018497	1	1.00632395380657
"APOBEC3F"	1.01875136121762	1.00202480588026	1.02220244700479	1	1.01845374187628	1.02347805892595	1	1.04117077271018
"EMC4"	1.51157006023859	1.73642524398473	1.61559172001526	2.31749128515838	2.2453397608893	1.51283692399391	1.84379474743657	1.54726420912502
"RNF112"	1.01875136121762	1.11715023492102	1.01112820232173	1	1.02802316747652	1	1	1.02443963182501
"SPECC1"	1.09229048337548	1.4792791717341	1.31398337989256	1.25075174294259	1.26738658247103	1.2891803941652	1.05599248002206	1.39413392547959
"CPA4"	1	1.00384558368795	1	1	1.02802316747652	1	1	1.00227865762141
"DOCK4"	1.30103961247357	1.08218887096334	1.26413504164515	1.12846853151883	1.07659430217088	1.42071037141573	1.19933220223607	1.11492621155171
"POT1"	1	1.08336225230619	1.06598121821236	1.02625586580147	1.14073326894449	1.05249483179234	1.07436485632772	1.11154431960038
"ATP6V1F"	3.46166810401453	3.33130714139872	4.06029718119617	3.11562889904017	3.28601157533928	3.40796352173306	2.10934053599211	2.86396547261121
"LSM8"	1.72463167114761	2.02726433356341	1.79184229818494	1.83970690455562	1.71995272496612	1.64301733827059	2.06843312320367	1.6999631164346
"CDHR3"	1	1.00909742008203	1	1	1.02643100912929	1	1.01881503832228	1.02117929265541
"PRKRIP1"	1.1282446733515	1.36998675916144	1.09829883846091	1.2981910103037	1.35715295527142	1.19265455085604	1.21670904246344	1.4382155057749
"VGF"	1.01875136121762	1.45637589622492	1.01112820232173	1.15337922300414	2.3209895916808	1.00883258836946	1	1.16583448135341
"PODXL"	1.01875136121762	1.06865419155715	1	1.17805395916684	1.09575187410101	1.00589220926999	2.84348662835727	1.05827785052306
"FOXP2"	1	1.02337782036824	1	1	1.00107388178088	1.00589220926999	1	1.02819586349601
"STRIP2"	1	1.01795770247971	1.03322383099053	1	1.01765449524139	1.00589220926999	1	1.01086632499827
"IFT22"	1.1282446733515	1.52210038416639	1.06598121821236	1.2025019746915	1.51055862894094	1.11793360464775	1.21670904246344	1.58237624163663
"MKLN1"	1.1460323089802	1.48829464701383	1.19284315650445	1.10331196459953	1.44459071691787	1.1291403436276	1.16423882068994	1.44252602627814
"DNAJB9"	1.21600258438458	1.43452092156149	1.51495457410271	1.87983739635937	1.68728683389932	1.18171788748034	1.19933220223607	1.40112334857589
"FLNC"	1.01875136121762	1.00586695702335	1	1.05221763352791	1.04072142733645	1.00589220926999	1	1.01992408880443
"LRRC4"	1.05580445098926	1.1717279585341	1.02220244700479	1	1.04730798567006	1.06973577661682	1.0374774866045	1.00404936243187
"CALU"	1.16369854964191	1.71063636916116	1.43036232704678	1.4361654160565	2.18965805978034	1.39535764065613	1.66705113684388	2.52565672113058
"CCDC136"	1	1.09584355772401	1.01112820232173	1.07789884134369	1.07269263334099	1.01176917839321	1.01881503832228	1.07354563471241
"SMO"	1	1.01514223745316	1	1	1.0496746587004	1.00294802018497	1.01881503832228	1.0767347440927
"IRF5"	1.1282446733515	1.00202480588026	1.09829883846091	1	1.0029519489639	1.18171788748034	1	1.0027847145035
"LRRC17"	1	1.00950090594425	1	1	1.06774148054749	1.00589220926999	1.0374774866045	1.10209920083173
"KLHDC10"	1.1460323089802	1.20513291703023	1.08757362490966	1.15337922300414	1.17695945440249	1.06400255075905	1.16423882068994	1.20879823357944
"NDUFA5"	1.38368245343411	2.52142732318518	1.62460180012465	2.03674249578647	2.55751651310559	1.38771205307291	1.5755207150967	2.05468849151695
"MRPS12"	1.57373525443911	1.56605599598624	1.42082738326908	1.52495462683663	1.83733035219923	1.38515937937487	1.54448656881319	1.64590486892982
"MYO1B"	1	1.03956260144976	1	1.17805395916684	1.02005140284293	1.00589220926999	1.90104486710601	1.04614207562616
"HOXD1"	1	1.00566490065285	1	1.05221763352791	1.00456048252681	1	1	1.00075980771031
"HOXD3"	1	1.00970262210443	1	1	1.0059000566314	1	1	1.00329065835431
"MTX2"	1.11033200844589	1.3627532926137	1.11961159828863	1.22673188475871	1.36839208451283	1.20082798805116	1.36850569452915	1.34543062156426
"PDE11A"	1	1.00465434906001	1	1	1.00107388178088	1	1	1
"CHN1"	1.01875136121762	1.26856081236371	1.04419341245728	1.17805395916684	1.25211283730051	1.03803133262865	1.05599248002206	1.3967567731836
"GAD1"	1	1.0905857211523	1.02220244700479	1	1.1896713155387	1.00294802018497	1	1.0065765456504
"OSGEPL1"	1.05580445098926	1.10206064475529	1.05511221275439	1.05221763352791	1.09420410429084	1.04093113889517	1.05599248002206	1.07108961725
"ORMDL1"	1.41612990197422	1.75857605935495	1.6515005445162	1.87983739635937	1.72248655442377	1.59055209525	1.6215718785793	1.62246653435151
"HAT1"	1.26732876059361	1.35638791430634	1.22362168092773	1.48085467939473	1.39747111332382	1.18719179443593	1.28515258099834	1.40243214645442
"HOXD9"	1.01875136121762	1.07552903223266	1	1	1.02005140284293	1	1	1.00682910943678
"HOXD10"	1	1.02518170262033	1.01112820232173	1	1.07607444168545	1	1	1.02368765399976
"HOXD11"	1	1.07101347975651	1.02220244700479	1	1.12497859673521	1.00294802018497	1	1.07330014496325
"HOXD13"	1	1.03198373648635	1	1	1.00161063145588	1	1	1.05803079888363
"HERC2"	1.05580445098926	1.10787509454612	1.13020078765629	1.17805395916684	1.18643676862224	1.14029805691961	1.95754158591275	1.20273570177329
"SNRPN"	1.07411605506518	1.22409120338521	1.16170892444281	1.22673188475871	1.25818366626036	1.09820102596241	1.23397670144483	1.21042815366346
"PSMG2"	1.51157006023859	1.5555769252304	1.6515005445162	1.75825503725279	1.52840929043205	1.65483767307336	1.63679368506625	1.48659862728403
"TWSG1"	1.1282446733515	1.10981024278759	1.09829883846091	1.07789884134369	1.366755595889	1.08400976598015	1.18184317863834	1.13416507690986
"ARHGAP22"	1.19868048399362	1.07768567889558	1.04419341245728	1.07789884134369	1.01818735719283	1.16522827994085	1.01881503832228	1.00506057326043
"WDFY4"	1.11033200844589	1.00020256222097	1.08757362490966	1	1	1.09253431927813	1	1
"EIF2AK4"	1.09229048337548	1.14839664009897	1.17212761504126	1.17805395916684	1.2576984776924	1.24133297566681	1.40121988762143	1.13152833952608
"MYO5C"	1	1.00566490065285	1.01112820232173	1	1.00991405120185	1	1.16423882068994	1.02919649923578
"CGNL1"	1	1.01192032401211	1	1	1.01845374187628	1.02347805892595	1.49740963338726	1.03369404399557
"TMOD2"	1.01875136121762	1.07670562203322	1.05511221275439	1.2981910103037	1.12242838384945	1.0754554318233	1.74165683103171	1.03294505555461
"TTBK2"	1.05580445098926	1.06136514753546	1.06598121821236	1.17805395916684	1.07659430217088	1.06113080574598	1.12867068761362	1.03144635683999
"C15ORF57"	1.11033200844589	1.05860134987692	1.13020078765629	1.2025019746915	1.1343922388581	1.06687086859881	1.19933220223607	1.0496157725539
"INO80"	1.07411605506518	1.07395935882216	1.06598121821236	1.17805395916684	1.0965253961305	1.08116165213642	1.07436485632772	1.08016449997658
"ICE2"	1.03735115003241	1.07631348870378	1.11961159828863	1.10331196459953	1.14351838126157	1.1066769092036	1.21670904246344	1.16867307350725
"FAM63B"	1.16369854964191	1.15486678111244	1.17212761504126	1.48085467939473	1.42789060288177	1.25203542083074	1.54448656881319	1.39238414621505
"IVD"	1.16369854964191	1.11290337735708	1.24395138030419	1.07789884134369	1.19761675186899	1.17348590591442	1.16423882068994	1.10331211151099
"KNSTRN"	1.03735115003241	1.11058388387564	1.03322383099053	1.10331196459953	1.15815423295059	1.12634329087252	1.09259917994258	1.0696148095527
"DUT"	1.64994751810445	2.02474504076695	1.87712182815704	2.01742812434189	2.28721467289607	1.86391126894404	1.65195307931661	1.55997808777242
"CHAC1"	1	1.00364334727439	1	1.05221763352791	1.02696184998397	1.00294802018497	1.01881503832228	1.01162250804258
"CLN6"	1.09229048337548	1.04175191812595	1.03322383099053	1.02625586580147	1.04993747651416	1.02055642009957	1.0374774866045	1.05283679724893
"ARPP19"	1.33436809411938	1.48472537708244	1.4398692151468	2.42560151393126	1.75485923671623	1.39535764065613	1.65195307931661	1.59042999083204
"VPS13C"	1.1460323089802	1.07454810529694	1.16170892444281	1.2981910103037	1.1214075803686	1.24936361757154	1.31877310950436	1.19665961133238
"CALML4"	1	1.00121510107763	1	1	1.00107388178088	1.00589220926999	1	1.00177248760041
"THAP10"	1.03735115003241	1.0321834955117	1.02220244700479	1.05221763352791	1.08877925556981	1.0147020000494	1	1.08065407142794
"LOXL1"	1	1.00101262958297	1.01112820232173	1.02625586580147	1.14731143012792	1.00883258836946	1	1.08089882033596
"ACKR4"	1	1.00141755444778	1	1	1.00107388178088	1.00294802018497	1	1.00329065835431
"ANAPC13"	1.43223055747019	1.78295701285863	1.34349334318542	1.52495462683663	1.58163739189611	1.26269751790573	1.30201088788875	1.41440439470514
"MBD4"	1.49585210251396	1.3884349683367	1.31398337989256	1.48085467939473	1.29817121364155	1.9239448722653	1.21670904246344	1.32917146728916
"COPB1"	1.21600258438458	1.25851538916507	1.22362168092773	1.36794878383046	1.2545427292235	1.20897687066469	1.18184317863834	1.28439279528955
"PSMA1"	1.95467929396082	2.06606475633454	2.13136704000917	2.29925663907884	1.96603275402832	2.00922764538758	2.19012288573692	2.30884268709
"SUMF2"	1.30103961247357	1.57865626112208	1.28417703091206	1.34487477223339	1.40186762854317	1.29707829496775	1.56003780602991	1.38997660891327
"PALLD"	1.09229048337548	1.36892926072753	1.11961159828863	1.02625586580147	1.36745705431573	1.06400255075905	1.01881503832228	1.18493623339887
"SPCS3"	1.48006068539029	1.36787140052429	1.4682249902392	1.4135889734412	1.33123956509704	1.60493589358123	1.56003780602991	1.27439882935414
"BBOX1"	1	1.0331820340699	1	1	1.20207581615598	1.00589220926999	1.01881503832228	1.18845861832897
"SERGEF"	1.09229048337548	1.15068205776614	1.14074623609832	1.10331196459953	1.23137361617865	1.14307993116031	1.07436485632772	1.21298749569072
"KCNC1"	1	1.06254865713687	1.01112820232173	1	1.03093929348099	1	1	1.01061420833416
"TPH1"	1	1.00425000241673	1	1.02625586580147	1.00322011716308	1	1	1.00404936243187
"E2F8"	1.01875136121762	1.02217444986776	1.02220244700479	1	1.00777413484126	1.00589220926999	1	1.01388955769691
"DCTD"	1.18124684721476	1.05108344685681	1.20314133429556	1.05221763352791	1.28209818986984	1.24936361757154	1.25113804232749	1.27849144903763
"SOX15"	1.01875136121762	1.18190612416871	1	1.02625586580147	1.22548984505458	1.02639601025489	1.05599248002206	1.21740255730048
"FAM64A"	1.01875136121762	1.59088230444386	1.02220244700479	1	1.25332804395173	1.0783102129503	1.01881503832228	1.25476415781381
"RPAIN"	1.33436809411938	2.90310774940736	1.44934839581092	1.71689876469067	2.11198160718986	1.40805926711139	1.60628655059936	1.81074206008466
"USP6"	1	1.01976582500904	1.01112820232173	1.02625586580147	1.01125048003771	1.00589220926999	1.01881503832228	1.0055660097975
"SHBG"	1.01875136121762	1.00647301836131	1	1	1.00241551731118	1.00294802018497	1	1.0027847145035
"PLD2"	1.07411605506518	1.03058494362278	1.03322383099053	1.05221763352791	1.02775788359354	1.04672005470974	1.0374774866045	1.04017525151768
"CD68"	3.39619451199004	1.01534345666442	2.71236979661633	1.63282749532378	1.1203863653586	2.97005475331419	1.01881503832228	1.20623496273655
"TXNDC17"	1.92660010393318	2.20562925360027	1.58842672637066	1.83970690455562	2.07208329924087	1.92173629131022	1.81487336263477	2.28342052213768
"ATP1B2"	1.03735115003241	1.54924108648655	1.05511221275439	1.07789884134369	1.57944464067123	1.02055642009957	1.07436485632772	1.3796689732716
"FXR2"	1.07411605506518	1.25283776032793	1.03322383099053	1.3216241493946	1.08360158535125	1.06400255075905	1.12867068761362	1.14802331999448
"KIF1C"	1.05580445098926	1.16567795356882	1.06598121821236	1.02625586580147	1.05754658104347	1.06973577661682	1.26819579832315	1.06912300693176
"MPDU1"	1.18124684721476	1.57401925535687	1.22362168092773	1.27456909225422	1.46506304878512	1.26801363660297	1.40121988762143	1.42849584613551
"PHF20L1"	1.19868048399362	1.48149276147766	1.25406118737479	1.45858582064407	1.35973221849139	1.27861640594396	1.59093655658862	1.39631978339678
"LRRC6"	1.01875136121762	1.01010600091652	1	1.02625586580147	1.01258612745487	1.0147020000494	1.07436485632772	1.02268463632377
"CCNT1"	1.05580445098926	1.07944878780559	1.06598121821236	1.05221763352791	1.09058886539221	1.04093113889517	1.07436485632772	1.08481147372984
"PUS7L"	1.09229048337548	1.39718174642619	1.15124870291457	1.2025019746915	1.3167728495389	1.21168776227043	1.26819579832315	1.26459836360951
"KRI1"	1.03735115003241	1.12831242696131	1.02220244700479	1.07789884134369	1.12191803350604	1.06687086859881	1.0374774866045	1.14611625568861
"ILF3"	1.26732876059361	1.72068569590298	1.28417703091206	1.45858582064407	1.71995272496612	1.38771205307291	1.41745055915519	1.67827129107302
"SLC44A2"	1.09229048337548	1.15752629446581	1.09829883846091	1.2025019746915	1.23308737164737	1.05249483179234	1.31877310950436	1.41874682055898
"CDKN2D"	1.03735115003241	1.19616560527923	1.05511221275439	1.27456909225422	1.17720928953617	1.12354315979798	1.12867068761362	1.27007251996945
"MTUS1"	1.23321612557044	1.03118452913105	1.16170892444281	1.79918504852648	1.08722710106411	1.20082798805116	2.78372959367614	1.10088569892663
"SIGLEC9"	1.30103961247357	1	1.08757362490966	1	1	1.38260462142398	1	1.0010130201976
"NGDN"	1.31775050092097	1.46237339563826	1.17212761504126	1.45858582064407	1.45711672611008	1.17348590591442	1.25113804232749	1.32470154098152
"RAB2B"	1.01875136121762	1.11174389840758	1.08757362490966	1.27456909225422	1.13134296720427	1.0754554318233	1.09259917994258	1.09066877192589
"BCL2L2"	1.01875136121762	1.03298236054662	1.02220244700479	1.07789884134369	1.0372891174811	1.03222092919547	1.05599248002206	1.03668759930491
"AJUBA"	1	1.00364334727439	1	1	1.01818735719283	1.00589220926999	1.01881503832228	1.01992408880443
"DTD2"	1.01875136121762	1.06432282825004	1.03322383099053	1.05221763352791	1.06460919483536	1.01763107384719	1.0374774866045	1.04390628639715
"PARP2"	1.09229048337548	1.19129587091474	1.07680138183895	1.15337922300414	1.17120674685585	1.08685457093502	1.09259917994258	1.15658782985633
"HEATR5A"	1.05580445098926	1.07631348870378	1.05511221275439	1.05221763352791	1.07451419258646	1.0582556160516	1.01881503832228	1.0664162996042
"FOXA1"	1	1.00222718682142	1	1	1	1	1	1
"SNX6"	1.70981094994934	1.55874056280161	1.78321608585734	1.81949591733243	1.56802051655496	1.74118193569625	1.66705113684388	1.46035418794234
"EAPP"	1.30103961247357	1.49321741918425	1.49634035975323	1.65402185366412	1.57659204756473	1.35694078673305	1.40121988762143	1.43325132533666
"EGLN3"	1.01875136121762	1.07768567889558	1.11961159828863	1.9393331757966	1.38238380881453	1.03803133262865	1.12867068761362	1.08261137640607
"MIS18BP1"	1.36733202148167	1.26819614226281	1.24395138030419	1.02625586580147	1.19439174104323	1.54218284035707	1.38490555541418	1.14229790521871
"NRL"	1.01875136121762	1.01413587638667	1	1.02625586580147	1.01632179957474	1.00883258836946	1	1.01237844093924
"RNASE1"	4.4555839298943	1.02898529330239	5.12866881251732	3.65448883089201	1.12956254438194	3.79282034417023	3.76788261502779	1.05308438760951
"NEDD8"	2.73057550009415	3.00568766398395	2.68361354893945	2.75488717526947	2.84264355387312	2.66415107964081	2.98469560023631	2.62795003036798
"DAD1"	2.36972417954072	2.76954461760605	2.63295860464458	3.17921329767977	3.05609686815195	2.16262510702463	3.17983735493225	2.87222745681788
"TEP1"	1.01875136121762	1.00546282630874	1.02220244700479	1	1.00991405120185	1.04093113889517	1	1.00985769121051
"EPB41L4A"	1	1.02217444986776	1	1.05221763352791	1.02457210804655	1.00294802018497	1.18184317863834	1.02719479646752
"CDO1"	1	1.18529022494978	1.03322383099053	1.05221763352791	1.25114029594503	1.02639601025489	1.0374774866045	1.21902737243116
"REEP5"	1.89833855757481	1.50676042188782	1.71352524831002	1.91959213268189	1.84122613913346	2.00489351881339	2.24325104121343	1.99164211240791
"ITFG1"	1.19868048399362	1.24843434316126	1.27417348141347	1.2981910103037	1.41225617818547	1.22789717484292	1.35201836205367	1.41918073940843
"QRICH2"	1	1.00425000241673	1	1	1.0061678766761	1	1	1.00758663258381
"FOXJ1"	1	1.01554465822374	1	1	1.02430642888848	1	1	1.01615436549877
"SEC14L1"	1.54279128350823	1.24200033622187	1.22362168092773	1.39085176008092	1.26230443150358	1.4029847273548	3.13440859978438	1.80996293893942
"RHBDF2"	1.26732876059361	1.00141755444778	1.24395138030419	1.05221763352791	1.00375635838711	1.67367291418392	1.30201088788875	1.11782136545283
"AANAT"	1	1.00161998970034	1	1	1.0029519489639	1.00589220926999	1	1.01891943315423
"ARHGEF6"	1.1460323089802	1.06983412356922	1.4682249902392	1	1.11194554637117	1.20082798805116	1.01881503832228	1.06789306193584
"MAP7D3"	1.11033200844589	1.0989540475401	1.19284315650445	1.05221763352791	1.10193330657905	1.1375131750011	1.01881503832228	1.12648699710771
"FGF13"	1	1.02137185434943	1	1	1	1	1	1
"ASH2L"	1.16369854964191	1.2220529600605	1.18250546801707	1.12846853151883	1.16293093573162	1.18445624083888	1.14651581774123	1.18517120317453
"TTI2"	1.05580445098926	1.11599271080481	1.04419341245728	1.02625586580147	1.08411984464038	1.04093113889517	1.0374774866045	1.08187757076137
"CHRNA10"	1	1.00242954967257	1	1	1.00187895854587	1	1	1.00177248760041
"CDKN1C"	1.28423315635868	1.15562691850098	1.10897788469283	1.54679364397405	1.3958498008117	1.06113080574598	1.16423882068994	1.08627710840531
"SGO1"	1.07411605506518	1.35957225261473	1.02220244700479	1	1.19836043910011	1.08116165213642	1	1.15706281182895
"RPS4Y1"	3.2969206766391	3.06812442651102	4.59688436214435	2.82197363817798	3.57375311892379	1	1	1
"CDH15"	1	1.03398055740801	1	1	1.01178483266586	1.00294802018497	1	1.06567757888525
"KLF16"	1.09229048337548	1.02438015079135	1.09829883846091	1	1.05440093504641	1.04672005470974	1.01881503832228	1.06000649781249
"TMEM8A"	1.07411605506518	1.04731556035057	1.05511221275439	1.12846853151883	1.04941181175213	1.07259729201013	1.25113804232749	1.05531154270822
"DOHH"	1.09229048337548	1.15923455389479	1.11961159828863	1.5029762611193	1.25672785187122	1.07259729201013	1.05599248002206	1.16299282622856
"MAU2"	1.01875136121762	1.08277563199943	1.11961159828863	1.07789884134369	1.14377142433747	1.06400255075905	1.19933220223607	1.12792839815817
"SHC2"	1	1.02117116184595	1.01112820232173	1.02625586580147	1.06695879086122	1.00294802018497	1.16423882068994	1.04067306481281
"PLPPR3"	1.01875136121762	1.02998520364775	1	1	1.0040244314439	1	1	1.00227865762141
"ABHD17A"	1.2503239472567	1.26290319575337	1.19284315650445	1.4361654160565	1.30223542629198	1.28126101512867	1.5755207150967	1.41809583210078
"SYT5"	1	1.0167514972578	1.01112820232173	1.02625586580147	1.02855364435068	1.00294802018497	1	1.01212649107945
"TNNI3"	1.01875136121762	1.05048891534257	1.01112820232173	1	1.02616554312307	1	1	1.00075980771031
"CBFA2T3"	1	1.01775671223066	1.07680138183895	1	1.00214725382562	1.00589220926999	1.0374774866045	1.00632395380657
"GAMT"	1.35089457080717	1.42189171855586	1.20314133429556	1.25075174294259	1.55810443675135	1.27596937302068	1.05599248002206	1.49169555110882
"PUDP"	1.03735115003241	1.06432282825004	1.04419341245728	1.05221763352791	1.0567605582664	1.0783102129503	1.05599248002206	1.0728090908754
"ERMARD"	1.01875136121762	1.0301851341462	1.03322383099053	1	1.04651856850005	1.05249483179234	1	1.0563007216475
"PHF10"	1.01875136121762	1.10806867667821	1.13020078765629	1.07789884134369	1.11399440358163	1.08969608331135	1.35201836205367	1.12312054755399
"PRRG3"	1	1.00586695702335	1	1	1.02563451987872	1	1	1.0030377005511
"GALNT8"	1	1.03418014558487	1	1	1.01605516761267	1	1	1.00075980771031
"KCNA5"	1	1.00728084892725	1	1	1	1	1	1
"CRACR2A"	1	1.00202480588026	1.01112820232173	1	1.00107388178088	1.00589220926999	1	1.00050656685731
"STARD8"	1	1.00222718682142	1.01112820232173	1.02625586580147	1.00053700467191	1.00589220926999	1.11069976356626	1.00025329762505
"FAM155B"	1	1.01030766358185	1	1	1.0026837490186	1	1	1
"GDPD2"	1	1.00829023400161	1	1	1.04914893565559	1	1.01881503832228	1.0239383404379
"SAT1"	12.5315210663449	1.74814901520871	8.72814694565182	3.81657812012723	2.98746465344897	12.4023981512207	11.9812472672914	1.96448521115619
"GNL3L"	1.01875136121762	1.03816833670983	1.04419341245728	1	1.03014434889807	1.03803133262865	1.05599248002206	1.03344440788397
"SH3BP4"	1.01875136121762	1.08414419405117	1.01112820232173	1.2025019746915	1.11015142443334	1.0147020000494	1.19933220223607	1.0767347440927
"MOSPD2"	1.03735115003241	1.04870442619269	1.14074623609832	1.22673188475871	1.10244773251962	1.08969608331135	1.09259917994258	1.0723179372633
"DOCK6"	1	1.07690166499041	1	1.07789884134369	1.05387625690141	1.00589220926999	1.30201088788875	1.07084387842121
"ECSIT"	1.05580445098926	1.44469222009501	1.25406118737479	1.25075174294259	1.3912128769862	1.12354315979798	1.12867068761362	1.36381204942625
"LDLR"	1	1.00526073398422	1.02220244700479	1	1.02084981799378	1	1.16423882068994	1.00632395380657
"ELOF1"	1.23321612557044	1.45791915315889	1.31398337989256	1.63282749532378	1.73218433098998	1.28390320999836	1.21670904246344	1.56081018023452
"PRKCSH"	1.18124684721476	1.37139619523054	1.28417703091206	1.52495462683663	1.60153005183129	1.35178226337353	1.43359936718351	1.76293948084452
"CNN1"	1	1.00141755444778	1	1	1.01498832982463	1.00294802018497	1.01881503832228	1.0326953393125
