""	"GSE139948-GSM4141788-92017_Myeloid"	"GSE139948-GSM4141788-92017_Tumor"	"GSE139948-GSM4141789-92217_Myeloid"	"GSE139948-GSM4141789-92217_Stroma"	"GSE139948-GSM4141789-92217_Tumor"	"GSE139948-GSM4141790-92717_Myeloid"	"GSE139948-GSM4141790-92717_Stroma"	"GSE139948-GSM4141790-92717_Tumor"
"TVP23B"	1.01875136121762	1.06156243969404	1.05511221275439	1.05221763352791	1.07581446974676	1.04960920141063	1.07436485632772	1.06863110413863
"FBXW10"	1	1.00060763219248	1	1	1	1	1	1
"ZNF217"	1.05580445098926	1.00889565036652	1.08757362490966	1	1.02934913265324	1.06687086859881	1.07436485632772	1.09772781820185
"SRGAP2C"	1.31775050092097	1.22094055648335	1.16170892444281	1.15337922300414	1.14073326894449	1.28654299991213	1.38490555541418	1.15159529176603
"SCG2"	1.01875136121762	1.17569076760027	1.11961159828863	1.05221763352791	2.25996014277942	1.32845996107685	1.05599248002206	2.7945920262476
"ATPAF2"	1.21600258438458	1.22964243170042	1.17212761504126	1.12846853151883	1.17645971368688	1.20082798805116	1.07436485632772	1.16038527290022
"PPIH"	1.28423315635868	1.30335671832861	1.27417348141347	1.07789884134369	1.31962430129026	1.32064556263037	1.21670904246344	1.21995540786646
"DRC3"	1.01875136121762	1.03198373648635	1.01112820232173	1.02625586580147	1.04151278709333	1.01176917839321	1.0374774866045	1.0563007216475
"ZNF57"	1.01875136121762	1.02417971945136	1	1.02625586580147	1.0338517724359	1.02347805892595	1	1.03942833374605
"C20ORF196"	1.05580445098926	1.11019709316439	1.08757362490966	1.07789884134369	1.05937962937056	1.05537696400942	1.14651581774123	1.06395301483746
"JMJD1C"	1.28423315635868	1.46853091345631	1.34349334318542	1.56849699932949	1.31272860643711	1.2891803941652	1.5755207150967	1.2536184330108
"SYNPO"	1	1.01755570440851	1.04419341245728	1.02625586580147	1.41202568960321	1.02931029382658	1.14651581774123	1.29706283465729
"ZNF556"	1	1.00121510107763	1.01112820232173	1	1.00322011716308	1.02347805892595	1	1.00354358792657
"MAL"	1	1.01151726562628	1.03322383099053	2.46116463756421	1.12370381056201	1.00294802018497	1	1.01992408880443
"ZNF554"	1.01875136121762	1.02758469568268	1	1.02625586580147	1.04783411746646	1.00883258836946	1	1.02719479646752
"RAB33B"	1.03735115003241	1.02538204722681	1.02220244700479	1.10331196459953	1.05098845669894	1.04960920141063	1.09259917994258	1.03244559633586
"THOP1"	1.11033200844589	1.252654421508	1.07680138183895	1.15337922300414	1.27824666695504	1.08400976598015	1.07436485632772	1.20740038447651
"ANKRD20A4"	1	1.01936414272486	1	1	1.00134227253958	1.00589220926999	1	1.01716022960111
"GAP43"	1.2503239472567	3.66689589581774	1.31398337989256	1.34487477223339	5.4054086054755	1.35951679443469	1.09259917994258	3.62102675406577
"EPHX4"	1	1.01312907303018	1	1.02625586580147	1.00857683899653	1	1.40121988762143	1.00859627144586
"LAMB2"	1.01875136121762	1.02137185434943	1.04419341245728	1.10331196459953	1.17520995051056	1.02931029382658	1.40121988762143	1.18423120026884
"USP19"	1.03735115003241	1.07533287853894	1.06598121821236	1.07789884134369	1.07086970370946	1.02639601025489	1.01881503832228	1.05704233680997
