""	"Myeloid"	"Stroma"	"Tumor"
"GNA15"	1.20563666993536	1.59892747438622	1.03804174168505
"GNAI1"	1.87493616100197	1.65987768988802	1.84787467750025
"GNAI2"	1.51941331414185	1.97016007252081	1.53878480577895
"GNAI3"	1.93282623465739	1.98671651910439	1.82584561102357
"GNAL"	1.19025711559632	1.11149082059015	1.21730291908711
"GNAO1"	1.35336118634125	1.37087913528679	1.56880842549907
"GNAQ"	1.27774109299788	1.35191994029569	1.24523639600612
"GNAS"	2.92941761428411	2.5837998848188	2.76221210431106
"GNAS-AS1"	1.01852199353584	1.00348940159293	1.02141153276989
"GNAT1"	1.00241553065373	1	1.00461140312478
"GNAT2"	1.12077999028296	1.17284101693426	1.06073805400008
"GNAT3"	1	1	1.00088281599673
"GNAZ"	1.17166162028682	1.22739386685617	1.24365123133375
"GNB1"	1.90360909814404	1.91761498570046	1.98895187445864
"GNB1L"	1.1690461163301	1.15153230889094	1.1651840864447
"GNB2"	1.47850107682438	1.39405932343676	1.40094088325293
"GNB2L1"	4.02991849207301	3.68550380230758	3.45104044216536
"GNB3"	1.15979847379126	1.02024391421726	1.24434683794751
"GNB4"	1.85653009862716	1.99730327492167	1.53173521538198
"GNB5"	1.45181929489296	1.17901193062239	1.58754515916968
"GNE"	1.57584520053254	1.54232767226808	1.61461663176405
"GNG10"	2.41310705905646	2.49658159338378	2.08263968385642
"GNG11"	1.04703891332111	1.00462044758144	1.01362284019553
"GNG12"	1.19759021613041	1.05729147883482	1.04028904040332
"GNG12-AS1"	1.01883574233425	1.0031335322884	1.01191982426595
"GNG13"	1	1.00326408404652	1.02097063926365
"GNG2"	1.69889358030975	1.29404014978881	1.84296952245058
"GNG3"	1.06711557040938	1.01477243399151	1.04987030445793
"GNG4"	1.47926784424323	1.18419103687472	1.61338608356828
"GNG5"	2.25310365089702	2.47769784293061	1.75475763103624
"GNG7"	1.43802665878434	1.73367137742129	1.29304647887849
"GNG8"	1.00112429189257	1.0036921928318	1.0097705822296
"GNGT1"	1.00472569953928	1.00371162245306	1.0007865309653
"GNGT2"	1.08261211966579	1.18378452537652	1.01307374323327
"GNL1"	1.29332471849405	1.20912912555203	1.41990363172001
"GNL2"	1.49267718615793	1.48180383040968	1.48539726489778
"GNL3"	1.85154530038093	1.64908850010621	1.98521934081073
"GNL3L"	1.5197879903491	1.44579781857627	1.54148282890479
"GNLY"	1.01414118446883	1.08605711172243	1.02764619677953
"GNMT"	1.07432207359321	1.09823264405934	1.08797221444324
"GNN"	1.00672902189294	1.00284451800965	1.00727698922308
"GNPAT"	1.90966077112167	1.61796124334123	1.84474243860966
"GNPDA1"	1.67201766756061	1.61397576694074	1.5627557205897
"GNPDA2"	1.35016425497105	1.18342153554179	1.47434357178047
"GNPNAT1"	1.32278756194297	1.33532741948527	1.4870828094821
"GNPTAB"	1.44469611566478	1.44629219147741	1.35340615214285
"GNPTG"	1.93526599030508	2.18026323098807	1.98288346360573
"GNRH1"	1.01686145445126	1.03273113771791	1.0150012399429
"GNRH2"	1.00121382942937	1	1.00233089730174
"GNRHR"	1.01605879840686	1.00372840803611	1.02247351136506
"GNRHR2"	1.56725882728108	1.42177183383755	1.62265425031148
"GNS"	1.57804176014724	2.02613172165254	1.59043152840562
"GOLGA1"	1.3148293261853	1.22896356852843	1.35245196508958
"GOLGA2"	1.56122313277001	1.44826306004727	1.50863813859382
"GOLGA2P2Y"	1.01909572527879	1.00096372647716	1.01771609193767
"GOLGA2P3Y"	1.01909572527879	1.00096372647716	1.01771609193767
"GOLGA2P5"	1.01548651295162	1.02512146098806	1.01657501202666
"GOLGA3"	1.41313528174906	1.33852950338985	1.42127241851429
"GOLGA4"	1.59121187506061	1.79697444300971	1.60668814234002
"GOLGA5"	1.40700184596479	1.40919244519666	1.4699949792007
"GOLGA6A"	1.00565119717783	1.00568905633059	1.00962577811322
"GOLGA6B"	1.00388147340081	1.00207313468852	1.00613061621254
"GOLGA6C"	1.01856135981835	1.02731166850219	1.01873851301286
"GOLGA6D"	1.00518016011546	1.00132106952903	1.00434797930042
"GOLGA6L1"	1.00822994416073	1.00289725556332	1.00477851330977
"GOLGA6L10"	1.07380436386755	1.0369293413802	1.07255722665426
"GOLGA6L4"	1.08710266184369	1.04521085281016	1.12903258537259
"GOLGA6L5"	1.04962694515814	1.03328580233547	1.11298907158837
"GOLGA6L6"	1.01546600637531	1.00315694950269	1.00969425327251
"GOLGA6L7P"	1.00689767446454	1.01393966920784	1.01947664740648
"GOLGA6L9"	1.17795138760906	1.04840433613173	1.12912443425187
"GOLGA7"	1.8911963175588	1.9979822192258	1.88822576169424
"GOLGA7B"	1.02648256245593	1.00009514098642	1.04136548137623
"GOLGA8A"	1.84969355753999	1.34369105303838	1.93222169440412
"GOLGA8B"	1.44924873703141	1.1825976325275	1.66594404290945
"GOLGA8CP"	1.00450319845507	1.00263522257559	1.00171756164382
"GOLGA8DP"	1.00961050009408	1.00733544103816	1.00868301787521
"GOLGA8EP"	1.00979656247585	1.02736668580026	1.00652113808989
"GOLGA8F"	1.00548558381485	1.01060999120756	1.00768179180979
"GOLGA8G"	1.00229861076176	1.0066193138266	1.00149667100688
"GOLGA8I"	1.06360793293761	1.10777027621648	1.07723471732355
"GOLGA8S"	1.06809607689732	1.19881372101108	1.04979487271251
"GOLGA8T"	1.08654004981237	1.216997208653	1.06494445055762
"GOLGB1"	1.49244734648492	1.64871628969462	1.56645024900316
"GOLIM4"	1.71612501746662	1.57348339900255	2.05044549413619
"GOLM1"	1.74106661639275	1.11005808908723	1.84572850306469
"GOLPH3"	1.5817639057838	1.61785221282192	1.43766150300355
"GOLPH3L"	1.16100056658914	1.22284700431932	1.25986560061813
"GOLT1A"	1.00076405332505	1.00129849257544	1.00184980774717
"GOLT1B"	1.51201873635694	1.58777764257438	1.58839751528275
"GON4L"	1.62116087856894	1.45547327829259	1.68099784770378
"GOPC"	1.40256231871875	1.27395294937564	1.48822424704419
"GORAB"	1.17614336914748	1.10529426984002	1.21606781290046
"GORASP1"	1.38347056649264	1.45376624094644	1.45473805312927
"GORASP2"	1.73449508281076	1.75403770413454	1.8587340099686
"GOSR1"	1.89406504048927	1.87953794687076	1.89114363115174
"GOSR2"	1.55943562107868	1.46614984554164	1.66661561389854
"GOT1"	1.3828873571551	1.51738317567868	1.34729405188338
"GOT1L1"	1	1	1.00036916287437
"GOT2"	1.64206360831977	1.72209724241916	1.7515710317861
"GP1BA"	1.02021065255588	1.01712738994473	1.03021915666592
"GP1BB"	1.13276648573256	1.01010351223307	1.16989160522653
"GP2"	1.14102542700854	1.12382329712682	1.13822236970049
"GP5"	1.01207864657511	1.01681632184732	1.01040284635249
"GP6"	1.07679137244582	1.0441807290761	1.0485493141045
"GP9"	1.00826934045246	1	1.00560173397251
"GPA33"	1.00199629436709	1.0111207557274	1.00127554989853
"GPAA1"	2.01628694386963	2.11239822827278	2.02388940753848
"GPAM"	1.13545345299424	1.07113541952962	1.18951953130893
"GPANK1"	1.34928119871464	1.25160378624079	1.49033777850249
"GPAT2"	1.05175747876459	1.15022020538525	1.01368890078031
"GPATCH1"	1.23313130337702	1.11800759099034	1.24556737117098
"GPATCH11"	1.25785776563582	1.24194822486394	1.26405648081934
"GPATCH2"	1.26684803822432	1.19354934365257	1.23102178097467
"GPATCH2L"	1.30361166415956	1.46391533337999	1.47102062180825
"GPATCH3"	1.17350821873287	1.22475797914086	1.34023951529917
"GPATCH4"	1.56536366284271	1.34649474920129	1.58678226310482
"GPATCH8"	1.53710446947237	1.46983897407573	1.661996594327
"GPBAR1"	1.05902998386673	1.08202910918705	1.01264003879781
"GPBP1"	1.95185496262655	1.91192361690306	1.92649281128406
"GPBP1L1"	1.47734651479978	1.6784335694459	1.49503479122468
"GPC1"	1.39177792157886	1.09747978333886	1.46901884060056
"GPC2"	1.24763667890275	1.0297131090453	1.26552361164682
"GPC3"	1.00599265212449	1.01792357096659	1.00292607819842
"GPC4"	1.04095529800291	1.01439023232539	1.02969831438158
"GPC5"	1.01160541899904	1.01416843825697	1.00513591439041
"GPC5-AS1"	1	1	1.00048285777255
"GPC6"	1.3164424184063	1.00315856328647	1.05548352356674
"GPC6-AS2"	1.00687269583598	1	1.00151173302309
"GPCPD1"	1.59867797704311	1.62381664645374	1.45617123689071
"GPD1"	1.01150370986221	1.36150403057768	1.10972467479011
"GPD1L"	1.15586388873071	1.22056151558298	1.08191176789468
"GPD2"	1.26878966217458	1.28342120959746	1.36790677873694
"GPER"	1.02102492534835	1.04726204184532	1.02264220625246
"GPHA2"	1.00787383961385	1	1.00364350850297
"GPHB5"	1	1.00170211087489	1.00102644325852
"GPHN"	1.28227203785596	1.24712111926788	1.49444075051394
"GPI"	2.24187898328181	2.19075557783065	2.14224626143072
"GPIHBP1"	1.00321462935929	1.12080599722454	1.00170062872529
"GPKOW"	1.4233473906516	1.35615406878195	1.42388407973622
"GPLD1"	1.23447936107296	1.13411052264905	1.30191434772657
"GPM6A"	2.74277826558907	1.15488635606609	3.19440958888212
"GPM6B"	2.92280790896905	2.07800077535461	3.07776370315211
"GPN1"	1.62095313507559	1.57815633902305	1.59575422923086
"GPN2"	1.28012963636375	1.25499078944947	1.32755769508129
"GPN3"	1.59558877450277	1.63885520752928	1.42853764004812
"GPNMB"	1.08069341404022	1.39957855858368	1.03465007610881
"GPR1"	1.10066139087134	1.1122613176567	1.10059139167554
"GPR101"	1.00263086879824	1.00379622544518	1.00100188081815
"GPR107"	1.27489085617694	1.2863533344352	1.26685156847821
"GPR108"	1.43379478494235	1.64127170580234	1.42230740348596
"GPR110"	1.03138014410281	1.0362436447661	1.03074562578444
"GPR111"	1.00513194135864	1.00503247098209	1.00490375170614
"GPR112"	1.00301036685639	1.00158932410424	1.00117929190669
"GPR113"	1.02576364058472	1.02206352902707	1.03682471320868
"GPR114"	1.0601004622628	1.12573434713779	1.01018310683326
"GPR115"	1.00160343732419	1.00079575844156	1.00128288425889
"GPR116"	1.01003269136601	1.02064773556132	1.01173328959984
"GPR119"	1.00149168388875	1.00215042559971	1.00038080225485
"GPR12"	1.08695994339968	1.07150928963607	1.08508766228025
"GPR123"	1.27250941410148	1.03398934633939	1.44504558349901
"GPR124"	1.00411922711331	1.01456677093373	1.0101883146532
"GPR125"	1.18477285276395	1.00756968628773	1.24135007952103
"GPR126"	1.08093121583599	1.17341286558057	1.04582570250119
"GPR128"	1.00119300422447	1	1.00140507231784
"GPR132"	1.26807375817446	1.61042606354583	1.04088861957193
"GPR133"	1.01536842038875	1.02652353271184	1.00880238741835
"GPR135"	1.01013927174736	1.00323714775351	1.03006327111022
"GPR137"	1.13960352012607	1.14410412675112	1.15284956074318
"GPR137B"	1.21510733253677	1.54520006501874	1.19535327676449
"GPR137C"	1.07206648103989	1.05724262802513	1.10538567043639
"GPR139"	1.09327038303369	1	1.00283608622245
"GPR141"	1.00822396449205	1.07802947422429	1.00034010298074
"GPR142"	1.00198109957227	1.00365018492958	1.00017614483523
"GPR143"	1.00231210673163	1.00775756129801	1.00246309151744
"GPR144"	1	1	1.00070506501529
"GPR146"	1.06637296858215	1.07835061766473	1.04600347209785
"GPR148"	1.00305943279797	1	1.00157934762723
"GPR149"	1.00216383517194	1.00086586771393	1.00131075881123
"GPR15"	1.00316668584193	1	1.00110419775369
"GPR150"	1	1	1.00118358579286
"GPR151"	1.00403370823726	1.00638112127879	1.00405606041119
"GPR152"	1.01097835961292	1.01292476960853	1.00664013138215
"GPR153"	1.07737192868219	1.01308973795002	1.08707641737043
"GPR155"	1.42329166370681	1.5402904636241	1.56974230049863
"GPR156"	1.01978623504909	1.00293929587579	1.01777005099381
"GPR157"	1.00490159560976	1.0174852276076	1.00165343069768
"GPR158"	1.06986460310341	1.05236393350293	1.33794307914248
"GPR158-AS1"	1.01334141431629	1.01245876592875	1.04482525470406
"GPR160"	1.03758295422954	1.10843917378668	1.01853805760166
"GPR161"	1.32516303645329	1.09040226244416	1.29822914691924
"GPR162"	1.36916628733796	1.08228920080199	1.5292039097283
"GPR17"	1.41503497649695	1.04552694039322	1.65920370811065
"GPR171"	1.01089365821853	1.03245360535983	1.03090848624975
"GPR173"	1.11673215741162	1.02286279897636	1.17034665482231
"GPR174"	1.00559395913133	1.03909808633402	1.00189247154978
"GPR176"	1.14234169361743	1.03845633850395	1.29019480416213
"GPR179"	1.01635003464404	1.00159326780969	1.02042777506653
"GPR18"	1.04638083562555	1.07525477991279	1.04412011653583
"GPR180"	1.11920827359049	1.15310765074605	1.18551413887175
"GPR182"	1.00286386999398	1	1.00341431045622
"GPR183"	2.17036782912543	3.03594684803276	1.23511468652189
"GPR19"	1.21383414858804	1.04052861573594	1.45499414439943
"GPR20"	1.00137365677117	1.00786966880973	1.00131582147966
"GPR21"	1.01300427496953	1.01093382572833	1.02279263917844
"GPR22"	1.08988223104253	1.05502464955008	1.07354846237009
"GPR25"	1.00798838761694	1.01956130577904	1.00033124838472
"GPR26"	1.00331841888848	1.00127831100097	1.00116084847398
"GPR27"	1.00406956080383	1	1.00241061738428
"GPR3"	1.1088314332949	1.05794702853642	1.03661234374824
"GPR31"	1.00453697190036	1.03262945011982	1.00322600556923
"GPR32"	1.00797504149484	1	1.00242894724037
"GPR33"	1	1.00061676923667	1.00241226731467
"GPR34"	2.16211476415697	2.8620755033434	1.31225720432992
"GPR35"	1.07119509511354	1.11851378918047	1.04448340978537
"GPR37"	1.00982084256951	1.57366493670154	1.02575478444187
"GPR37L1"	1.72306662227965	1.40503717020598	2.05211563403914
"GPR39"	1.01798384378523	1.0044541150519	1.00617004132515
"GPR4"	1.00834855293327	1.00692443796891	1.00700237473934
"GPR45"	1.05548559685075	1.00215235758641	1.06695705148
"GPR50"	1.00980853510225	1.00470046871756	1.00460659670638
"GPR52"	1.00471132063192	1.01060258496261	1.00931772842059
"GPR55"	1.00198897425969	1.00719748114309	1.00167862507127
"GPR56"	2.92738988752201	2.28816860122605	2.43947674285112
"GPR6"	1	1	1.00339517217365
"GPR61"	1.00961670798183	1.0150912884533	1.01754281562265
"GPR62"	1.00669079290196	1.1998829219804	1.00687956908261
"GPR63"	1.0142665862906	1.00722379465144	1.01689613590042
"GPR64"	1.01061387934737	1.00476661862233	1.01273622544541
"GPR65"	1.16170658595854	1.66045177936064	1.07960131955761
"GPR68"	1.00333242199691	1.02093707306559	1.01138973588539
"GPR75"	1.1875788810951	1.14586959060922	1.21699634431108
"GPR75-ASB3"	1.234337988034	1.12483190318138	1.38044581689902
"GPR78"	1.04306809000301	1.03246378601574	1.04465422290293
"GPR82"	1.39592993935546	1.34490598835884	1.38452507578274
"GPR83"	1.07430349477823	1.05576511156019	1.07017581686158
"GPR84"	1.50731358871882	2.05188001311212	1.03970541611639
"GPR85"	1.11691474455236	1.06063294221526	1.19762951127356
"GPR87"	1.00837878100547	1.00384024726513	1.02681886810795
"GPR88"	1.00166388770839	1.00083060403134	1.00088942838763
"GPR89A"	1.4748138269588	1.39356174646672	1.56865093243935
"GPR89B"	1.21711558179323	1.23075082029594	1.3238353135247
"GPR89C"	1.19383087441848	1.16756793801965	1.17729522269439
"GPR97"	1.03617353918913	1.0194107369176	1.013684927272
"GPR98"	1.02168477011378	1.00142724220237	1.04203813416452
"GPRASP1"	1.18104646621845	1.11315372612595	1.0922407894727
"GPRASP2"	1.17055607095095	1.04228510268912	1.14782665779466
"GPRC5A"	1.01522785469327	1.03990546362864	1.00521745040187
"GPRC5B"	1.89087688701138	1.87437769450451	2.10110889271127
"GPRC5C"	1.11611228812911	1.1591583577521	1.04595384724087
"GPRC5D"	1.00121959876494	1.00516652654906	1.00098957073381
"GPRC6A"	1.00209204141014	1.00078551398226	1.00178416106089
"GPRIN1"	1.10488811090692	1.0116770179371	1.15080955292383
"GPRIN2"	1.00365960766078	1.00714082828449	1.00372370684045
"GPRIN3"	1.15915790032603	1.61746203051753	1.03898139827145
"GPS1"	2.02659909132009	2.04359404675925	2.09544432588995
"GPS2"	1.93451393234398	1.90676934042931	1.88840277244503
"GPSM1"	1.43332235273664	1.11634722482155	1.50732033644176
"GPSM2"	1.63255669179636	1.14683224895623	1.74847186043239
"GPSM3"	1.30512557976483	1.79687747747982	1.06328380042484
"GPT"	1.01019529052658	1.00424051149844	1.02277500453056
"GPT2"	1.35463222415208	1.16561863329609	1.42244460627258
"GPX1"	2.87050629578608	3.29612713789121	2.2662294242978
"GPX2"	1.02850848432849	1.02582052696068	1.03967084721975
"GPX3"	1.13623661214401	1.60668074827014	1.11026371747722
"GPX4"	2.81283137130031	2.98829265983484	2.59495562630673
"GPX5"	1	1	1.00047489151582
"GPX6"	1.00699014944512	1.00636097752065	1.00339525664114
"GPX7"	1.37779800289568	1.14624058099174	1.35323059681269
"GPX8"	1.03734313175391	1.03301843162526	1.03484811479896
"GRAMD1A"	1.48792767276372	1.4066448859124	1.46047194189283
"GRAMD1B"	1.08296455141598	1.0837697936644	1.14084520446071
"GRAMD1C"	1.03193526923641	1.01018831925691	1.02799633106175
"GRAMD2"	1.00692147418306	1.00017742461456	1.007849864421
"GRAMD3"	1.44025700769682	1.6328809999984	1.87514229055251
"GRAMD4"	1.09002881871162	1.12588666072185	1.09860957835489
"GRAP"	1.06468161802208	1.14039733966231	1.02660455644412
"GRAP2"	1	1.03322683468728	1.00098856170754
"GRAPL"	1.01043676667095	1.02300757006438	1.0067765287082
"GRASP"	1.27740170046261	1.4772483876976	1.05877981982885
"GRB10"	1.11192885858103	1.11903429467222	1.07074026819579
"GRB14"	1.11164342162367	1.00218614862861	1.00463986216443
"GRB2"	2.32433167441002	2.74619934535813	2.24901676384125
"GRB7"	1.00150996040142	1.00247155575663	1.00164481767943
"GREB1"	1.26787671297093	1.23687363608875	1.34757163354498
"GREB1L"	1.03240667504144	1.03168278131372	1.06105495830378
"GREM1"	1.00462679008996	1.12550159892254	1.00525887285357
"GREM2"	1.00542533160412	1	1.00227570230377
"GRHL1"	1.04123053808762	1.00979907123171	1.0324426812876
"GRHL2"	1.01943014137517	1.00829935291672	1.01279758286392
"GRHL3"	1.01390156117226	1.01193363138924	1.0106711511554
"GRHPR"	2.39090889860561	2.23307834862448	2.3571694036941
"GRIA1"	1.22189406140204	1.01268288026528	1.30878274805248
"GRIA2"	2.09620557086592	1.22295811368834	2.48128146134547
"GRIA3"	1.98014890069305	1.19216192863348	2.06434675476307
"GRIA4"	1.8436974281045	1.16246456744529	2.18334030674911
"GRID1"	1.14627062379085	1.14665285913785	1.18317974640638
"GRID1-AS1"	1.01537367985732	1.01432417372128	1.0173114460363
"GRID2"	1.29283919822671	1.02963309106106	1.39136563438204
"GRID2IP"	1.0050530276741	1.00469696554715	1.0098050002418
"GRIK1"	1.0517441833167	1.01956427333632	1.01912969405292
"GRIK1-AS1"	1.01586659951621	1.00348347376533	1.00760329409153
"GRIK1-AS2"	1.03106055284553	1.03046071438957	1.01382150528757
"GRIK2"	1.51448020663176	1.04743871840968	1.98731719480234
"GRIK3"	1.46803715663491	1.02786105270119	1.69668953371011
"GRIK4"	1.25232654758979	1.04329540186359	1.36620546629946
"GRIK5"	1.13468102662023	1.0251347889441	1.15063290862741
"GRIN1"	1.01680487128041	1.0054946146841	1.07522953636369
"GRIN2A"	1.00719777837948	1.0512951597748	1.00654904307296
"GRIN2B"	1.01420510828008	1.00287380245014	1.07474372018221
"GRIN2C"	1.01284779598204	1.0055852640377	1.01213727773785
"GRIN2D"	1.0322177068908	1.00903568685458	1.01354347758024
"GRIN3A"	1.01459978530997	1.00752632718055	1.00871953075461
"GRIN3B"	1.0024013644117	1.00157730339159	1.00184233282741
"GRINA"	1.70004795565052	1.896374283155	1.62215467998155
"GRIP1"	1.01697259472711	1.01298257724065	1.02336924017944
"GRIP2"	1.00805904222164	1.00702920427292	1.01411272605167
"GRIPAP1"	1.74490671406042	1.65243833665039	1.77029889436861
"GRK1"	1.00301171326143	1.00846561298393	1.00353763133489
"GRK4"	1.05082169267154	1.01257436531183	1.0797905350615
"GRK5"	1.06233706640414	1.13126205707076	1.06872838518912
"GRK6"	1.08736550375454	1.13611345888644	1.08001403509343
"GRK7"	1.00813366336454	1.01509834858872	1.00639954797444
"GRM1"	1.00459115127817	1.00139586484933	1.01328086461975
"GRM2"	1.00500919355256	1.005833602005	1.01257472815451
"GRM3"	1.00536790513498	1.40385418150329	1.01378408584627
"GRM4"	1.00382382277872	1	1.00678255567673
"GRM5"	1.06323347909832	1.00442301316672	1.01914275095894
"GRM5-AS1"	1.02468396655168	1.00642203466737	1.00792092990583
"GRM6"	1.14821567927828	1.10089156955512	1.14467532913913
"GRM7"	1.05808993127826	1.00607999033151	1.01319750516657
"GRM8"	1.01179782453206	1.0012589146566	1.03439083889458
"GRN"	2.23871716124803	3.01459178524992	1.94957809561632
"GRP"	1	1.00141999184443	1.00148735661552
"GRPEL1"	1.66150838646667	1.64499830284285	1.58416230594824
"GRPEL2"	1.0710507408744	1.13055014135477	1.17303051995744
"GRPR"	1.00414473798953	1.0072408968567	1.00429046846593
"GRSF1"	1.71458191817528	1.65579237211547	1.74606986642451
"GRTP1"	1.01229039922334	1.00724119153066	1.01960652503715
"GRWD1"	1.38824251768476	1.31108509875909	1.36018987095896
"GRXCR1"	1.00077021220573	1	1.00047001602863
"GRXCR2"	1.00069924534703	1	1.00049904045801
"GSC"	1.06011766776493	1.01147643207341	1.06692094638147
"GSC2"	1	1	1.00074195770548
"GSDMA"	1.24684927754564	1.259242554311	1.22520221557636
"GSDMB"	1.09767202075089	1.06391209920689	1.14742330697166
"GSDMC"	1.07180820289063	1.06948628746564	1.07041308852274
"GSDMD"	1.2965508932472	1.72858903070543	1.04152211934908
"GSE1"	1.23351331598673	1.13354129098562	1.44395324868354
"GSG1"	1.46892118718544	1.4391551097817	1.51261272638093
"GSG1L"	1.06423496949951	1.02093760031677	1.13447195199016
"GSG2"	1.01019518554101	1.01263348020294	1.01852828342377
"GSK3A"	1.07180798920069	1.05532466303456	1.06089410096322
"GSK3B"	1.3911272056748	1.24569099136661	1.43214324325726
"GSKIP"	1.18586714723859	1.22546667135805	1.19315842465819
"GSN"	2.16890097215442	3.55853747081652	1.30813260487464
"GSPT1"	1.41954375303716	1.34241396733421	1.4395304061284
"GSPT2"	1.26182515670008	1.11297699404698	1.32578142549117
"GSR"	1.41135920486101	1.32669450143483	1.31151264173003
"GSS"	1.55866818490906	1.53513027214485	1.57060318223547
"GSTA1"	1.00350481841208	1	1.00097671086566
"GSTA2"	1.00021743853841	1	1.00052977061854
"GSTA3"	1	1	1.00069120441563
"GSTA4"	1.88021516553297	1.2416080731185	2.30013879830104
"GSTA7P"	1.0023709358004	1.00009514098642	1.00198394609263
"GSTCD"	1.23308354299524	1.14870025180627	1.25383348474627
"GSTK1"	1.89805019323181	2.27768537248309	1.65081721528474
"GSTM1"	1.08375069015298	1.55743913350229	1.15396678048965
"GSTM2"	1.93741925643466	1.93525811462023	1.87579403641525
"GSTM2P1"	1.00357634574713	1.0019987164254	1.00066419714419
"GSTM3"	1.64100071374478	1.44908920896615	1.52541747717404
"GSTM4"	1.64269803367556	1.8739257947205	1.34152229715347
"GSTM5"	1.05543753250279	1.12995753508038	1.01475320391012
"GSTO1"	1.79816846825429	2.34448928621487	1.61830103369776
"GSTO2"	1.061740957561	1.09605936100586	1.03725502374382
"GSTP1"	2.5786813979757	2.77726088445222	2.61453908607098
"GSTT1"	1.13869732074177	1.5294206362603	1.25934567014001
"GSTT2"	1.37701165470034	1.09604808962294	1.58879681910319
"GSTT2B"	1.28524644711864	1.11814993834496	1.40432854112775
"GSTTP1"	1	1.00090472607911	1.0013426858448
"GSTTP2"	1.1560889837159	1.15704294073615	1.15500170032647
"GSTZ1"	1.20074308573641	1.3278965782409	1.26663063029244
"GSX1"	1.19803653669162	1.00266329173863	1.03788744490524
"GSX2"	1.00100223997403	1	1.0016238158358
"GTDC1"	1.3701062771433	1.42695855618864	1.43010925122916
"GTDC2"	1.37824373466383	1.14005714663588	1.49774340603859
"GTF2A1"	1.15661737038748	1.23934426303976	1.24857968970505
"GTF2A1L"	1.00571233144392	1	1.00266977313123
"GTF2A2"	1.77800568035295	1.74842115008168	1.90999380343771
"GTF2B"	1.9427962446796	2.14971206688799	1.77705078634956
"GTF2E1"	1.30629012498315	1.32619923853195	1.32890503556802
"GTF2E2"	1.14518172249502	1.1432855266875	1.09326666870793
"GTF2F1"	1.65868050180754	1.55677200099496	1.71564978839551
"GTF2F2"	2.00119925127217	1.6420832469819	1.98834038149748
"GTF2H1"	1.42852494720155	1.46482903567602	1.50823129051003
"GTF2H2"	1.26995801300283	1.28901832904364	1.30981076723983
"GTF2H2B"	1.31533054077214	1.20057988454341	1.35843630091849
"GTF2H2C"	1.55974250132076	1.3853407734186	1.49314825844692
"GTF2H2D"	1.26009065637063	1.23919498264934	1.2511672215829
"GTF2H3"	1.50644926986728	1.40250740740698	1.50678899591841
"GTF2H4"	1.25337105233003	1.19265614948444	1.25053928263081
"GTF2H5"	1.24285070947963	1.20006851845959	1.24902846918469
"GTF2I"	2.14025148715037	1.81296162069655	2.29573716837853
"GTF2IP1"	2.20608694201904	1.74956161262948	2.2298136993996
"GTF2IRD1"	1.19731927545668	1.13258784002979	1.26712061985152
"GTF2IRD1P1"	1.05131934386	1.06120526393173	1.07109712227056
"GTF2IRD2"	1.18442595168997	1.11694358051298	1.27092950345071
"GTF2IRD2B"	1.24620343182026	1.17109274381207	1.36643038557097
"GTF2IRD2P1"	1.02484087218134	1.01791100787587	1.02430041626151
"GTF3A"	2.22446986344013	2.19511605130949	1.85562055565114
"GTF3C1"	1.5525827455315	1.36820312052895	1.68813239839267
"GTF3C2"	1.57050156480654	1.39569919185104	1.67864691839792
"GTF3C3"	1.41550967629506	1.33616908835172	1.45204082483475
"GTF3C4"	1.1376123070667	1.05255861617789	1.15005051495923
"GTF3C5"	1.8799414009118	1.66481509443886	1.92693318605601
"GTF3C6"	1.9066285783623	1.77519047534071	1.97158197431054
"GTPBP1"	1.48495814445451	1.50417541917947	1.51369758446497
"GTPBP10"	1.25428015793278	1.2020350047517	1.25368048079671
"GTPBP2"	1.11513240244803	1.15268202256723	1.16997969913987
"GTPBP3"	1.3519638122548	1.25605575512545	1.37594090678345
"GTPBP4"	1.66263239004579	1.56218740738958	1.6730881588751
"GTPBP5"	1.39784719843272	1.38420209074791	1.48725022707064
"GTPBP6"	1.27811758472076	1.23117504762786	1.28008364184929
"GTPBP8"	1.17039842670807	1.14764569496972	1.2258991944265
"GTSE1"	1.03965040819589	1.02364649706658	1.05249212621278
"GTSF1"	1.04103584345253	1.07832882899957	1.00422825168126
"GTSF1L"	1	1.0028012026695	1.00122394757746
"GUCA1A"	1.00336683360602	1.00085052610956	1.00098594097655
"GUCA1B"	1.12989782795962	1.10012084182386	1.16936755356078
"GUCA1C"	1.00153960741978	1	1.00143434950691
"GUCA2A"	1.00101045094614	1	1.000274964166
"GUCA2B"	1.0006637333382	1.00502823092166	1.00045644626304
"GUCD1"	1.44685025722286	1.41893093949263	1.49475765874342
"GUCY1A2"	1.17718443581462	1.00898130893458	1.21649930198021
"GUCY1A3"	1.04954343904165	1.04333676800755	1.02758049927002
"GUCY1B2"	1.00154016763098	1.00032988410517	1.00639407030863
"GUCY1B3"	1.11203959521957	1.04038830587669	1.14545496000648
"GUCY2C"	1.00130737960925	1.00125151603258	1.00082497296091
"GUCY2D"	1.00331859956715	1.0063409441305	1.00207400397564
"GUCY2EP"	1.00301921298335	1.00114496577618	1.00084870265614
"GUCY2F"	1.00167712124066	1	1.00221051973188
"GUCY2GP"	1.00050983781956	1.00099600859757	1.00067175797067
"GUF1"	1.29220462262724	1.21629524217885	1.42466886236218
"GUK1"	2.64051843410267	2.77277680065995	2.40320936923116
