"SampleID"	"PatientID"	"CellType"	"SeuratCluster"
"MGH64.P2.H01_Tumor_3"	"MGH64.P2.H01"	"Tumor"	"3"
"MGH64.P2.H02_Tumor_5"	"MGH64.P2.H02"	"Tumor"	"5"
"MGH64.P2.H03_Tumor_3"	"MGH64.P2.H03"	"Tumor"	"3"
"MGH64.P2.H04_Tumor_3"	"MGH64.P2.H04"	"Tumor"	"3"
"MGH64.P2.H05_Tumor_5"	"MGH64.P2.H05"	"Tumor"	"5"
"MGH64.P2.H06_Tumor_3"	"MGH64.P2.H06"	"Tumor"	"3"
"MGH64.P2.H07_Tumor_3"	"MGH64.P2.H07"	"Tumor"	"3"
"MGH64.P2.H08_Tumor_3"	"MGH64.P2.H08"	"Tumor"	"3"
"MGH64.P2.H10_Tumor_3"	"MGH64.P2.H10"	"Tumor"	"3"
"MGH64.P2.H12_Tumor_3"	"MGH64.P2.H12"	"Tumor"	"3"
"X57_Myeloid_6"	"X57"	"Myeloid"	"6"
"X57_Stroma_7"	"X57"	"Stroma"	"7"
"X57_Stroma_10"	"X57"	"Stroma"	"10"
"X57_Tumor_6"	"X57"	"Tumor"	"6"
"X57_Tumor_7"	"X57"	"Tumor"	"7"
