""	"GSE141982-GSM4217362-SF12199_Myeloid"	"GSE141982-GSM4217362-SF12199_Stroma"	"GSE141982-GSM4217362-SF12199_Tumor"	"GSE141982-GSM4217363-Mixing_Myeloid"	"GSE141982-GSM4217363-Mixing_Tumor"	"GSE141982-GSM4217364-SF10432_Tumor"
"KCTD21"	1.04121565736507	1.03142754400215	1.02228769994538	1.06093766462863	1.0621539170091	1
"USP35"	1.01683294008092	1.01197158709047	1.00977765240984	1.0245672202814	1.05583117450736	1
"GAB2"	3.64939937786866	3.15913490019611	1.79888769530509	3.78628498134028	2.89654366289263	1
"RP11-452H21.1"	1.61540558214915	1.45968407121923	1.24738984948382	1.16691439547401	1.11303636702899	1
"RP11-452H21.4"	1.00907934132232	1.00327124373965	1	1.0245672202814	1.00832284223168	1
"NARS2"	1.27747428831846	1.21393813605987	1.36554099292396	1.45202829286928	1.46361981294068	1.69650651360854
"RP11-843A23.1"	1.01812266031303	1.01197158709047	1.01395525461538	1	1.01016823107769	1
"TENM4"	1.37045223088202	1.09933655936141	2.30141946907825	2.76254336077611	3.55388151454176	3.74487773319616
"RP11-802F5.1"	1.00907934132232	1.04965455815517	1.01812525091795	1	1.00555195168802	1
"RP11-258O13.1"	1	1.00109094026639	1.00698832945351	1.14374349220445	1.13240043586449	1
"RP11-686G23.2"	1	1	1.00559238486473	1.04887635582942	1.05221064521512	1
"MIR4300HG"	1.01037343527472	1.04430831086847	1.51561630719101	3.01733557321053	3.70416136817666	1
"RP11-876F14.1"	1	1.00109094026639	1.00559238486473	1	1	1
"FAM181B"	1.01941165768829	1.19080670898858	2.07372615498784	1.18988336910337	1.24988014789623	1
"PRCP"	1.3738416203101	1.10977863735791	1.50395172120151	1.49364740915315	1.59338918235258	1
"DDIAS"	1.00778451225067	1.00218135448674	1.04573510004649	1.01231660345899	1.01293351994626	1
"RAB30"	1.05013511034789	2.32543296755915	1.2701461817382	1.44154106081322	1.6724326796645	1
"RAB30-AS1"	1.11909415398952	1.30847144134637	1.21932425860267	1.75283975468147	1.85690012066329	1.69650651360854
"RP11-113K21.4"	1.01037343527472	1.02819622935359	1.02505850162561	1.01231660345899	1.01661538234762	1
"PCF11"	1.47278191026428	1.7218632747959	1.56532969240577	1.43101994378438	1.3318016001015	1
"PCF11-AS1"	1.00778451225067	1.02063894147736	1.02090105193616	1.03675333031978	1.05583117450736	1
"ANKRD42"	1.0552169047626	1.05072236060337	1.11873029295825	1.0967642126882	1.0801279512436	1.69650651360854
"RP11-727A23.7"	1.00129927747331	1.00109094026639	1.00419558188275	1	1	1
"CCDC90B"	1.19344047504038	1.28317511813613	1.33613269632341	1.0967642126882	1.14551950729371	1
"RP11-727A23.10"	1.02069993392901	1.13363227147869	1.10001279909058	1.26878583548278	1.22458585384461	1
"DLG2"	1.53892156206479	10.4383762045479	4.02448134470335	4.2857979987471	5.32716858949643	4.98464641799859
"RP11-160H12.2"	1.00519264161487	1.50096085900412	1.16231305714785	1	1.02304448386554	1
"CTD-2537O9.1"	1.01166679588203	1.01522568228938	1.06759252231523	1.03675333031978	1.02671023444967	1
"AP000857.3"	1.00259780902125	1.00327124373965	1.00279791825506	1	1.00370281224176	1
"TMEM126B"	1.18862903083378	1.19887480827659	1.1935596645004	1.03675333031978	1.07654379243129	1
"TMEM126A"	1.13880156779218	1.08885038635001	1.1675464493581	1.03675333031978	1.03767293087784	1
"CREBZF"	1.13388895315004	1.37553080577591	1.35821539966918	1.48329122463846	1.48312978363023	2.28175023371705
"CCDC89"	1	1.00109094026639	1.00279791825506	1	1	1
"SYTL2"	1.01683294008092	1.31524498639488	1.08655644425564	1.08488034860994	1.15074852586488	1
"CCDC83"	1	1.00218135448674	1.00559238486473	1	1.00555195168802	1
"PICALM"	4.10666808318548	4.05276592876053	2.2007453121755	4.34398366196587	2.38523384370013	2.28175023371705
"EED"	1.1326593274269	1.18979649628308	1.1740736250742	1.22397403038808	1.18792121789292	1.69650651360854
"C11orf73"	1.17172051727983	1.23588268082651	1.29147373253637	1.29093013755091	1.2473609676745	1.69650651360854
"CCDC81"	1.01037343527472	1.01955730813355	1.02228769994538	1.04887635582942	1.05763937902177	1
"RP11-317J19.1"	1.01941165768829	1.0292738331273	1.08385632681834	1.06093766462863	1.13590540696629	1
"ME3"	1.0602878879467	1.07620763928703	1.13069002235443	1.30193936430519	1.489348983053	1
"CTD-2005H7.1"	1	1.00327124373965	1.01534609557155	1.10859134277501	1.0846007604328	1
"CTD-2005H7.2"	1.00259780902125	1.00109094026639	1.02920849999826	1.06093766462863	1.1183321759804	1
"PRSS23"	1.00778451225067	1.25173451749453	1.03610875871358	1.08488034860994	1.14290103313073	1
"RP11-736K20.5"	1.00129927747331	1.06031108412314	1.04984867518782	1.03675333031978	1.05583117450736	1
"FZD4"	1.00129927747331	1.06774251256698	1.01534609557155	1	1.01016823107769	1
"RP11-736K20.6"	1.00648894627799	1.00436060909983	1.00419558188275	1.0245672202814	1.03676133608726	1
"TMEM135"	1.26461821955045	2.01564831856906	1.48050138477135	1.89482790374562	1.77795995649102	1.69650651360854
"RP11-164N3.2"	1.00648894627799	1	1	1	1	1
"RAB38"	1.03866102972652	1.00109094026639	1.00698832945351	1.01231660345899	1.00555195168802	1
"CTSC"	2.4713300416317	1.05605418847646	1.09329378676188	1.31290753153971	1.02762576668113	1
"GRM5"	1.00648894627799	1.07197877503549	1.10671369177094	1.37788917194655	1.57600956786914	1
"TYR"	1	1.01305679953701	1.00419558188275	1	1.00277767683567	1
"NOX4"	1.00519264161487	1.18170106838097	1.06623226424249	1.04887635582942	1.06395735436962	1
"NAALAD2"	1.00259780902125	1.10873639143993	1.03473033785109	1.01231660345899	1.05221064521512	1
"CHORDC1"	1.30532741117981	1.44488321346049	1.43906174398658	1.17842365687943	1.13590540696629	1
"FAT3"	1.01554249526236	1.01305679953701	3.40737896103155	2.24399919965861	2.7839031320593	6.79451192559965
"RP11-675M1.2"	1	1	1.01117103523079	1	1	1
"RP11-203F8.1"	1.00129927747331	1	1.01395525461538	1	1.00462757030768	1
"SLC36A4"	1.28911211249797	1.30556373949319	1.50978900118809	1.34557203223163	1.38439116747844	1
"CCDC67"	1.01166679588203	1.01414149759104	1.02228769994538	1.03675333031978	1.02029135103565	1
"SMCO4"	1.44087484838949	1.08042916003645	1.02090105193616	1.18988336910337	1.06846004109138	1
"CEP295"	1.08924102298423	1.15009573173868	1.20647240935735	1.32383528361605	1.4043828985313	1
"TAF1D"	1.453014005177	1.33066975488305	1.49107423509795	1.50397190301182	1.74551371378689	1.69650651360854
"C11orf54"	1.14247987957865	1.28610513462725	1.29896389803833	1.47290293099935	1.65320023358899	1
"MED17"	1.10296809366912	1.19383507402345	1.22572772544903	1.26878583548278	1.25491177949011	1
"VSTM5"	1	1.00218135448674	1.00279791825506	1.01231660345899	1.02396146598171	1
"HEPHL1"	1.00648894627799	1.00653777242144	1.01256356856555	1	1.00370281224176	1
"PANX1"	1.4220246839301	1.05392289054311	1.06214687057145	1.43101994378438	1.09174032746193	1
"RP11-680H20.2"	1.00259780902125	1.00436060909983	1.00419558188275	1	1	1
"MRE11A"	1.14492917701728	1.23190566271939	1.15838115845463	1.37788917194655	1.30227684868954	1
"ANKRD49"	1.07543693529569	1.05818358393261	1.08115322826922	1.07293857303692	1.04767721204451	1
"C11orf97"	1.00129927747331	1.00327124373965	1.00279791825506	1	1.00370281224176	1
"PIWIL4"	1.06787430404907	1.09305019784469	1.08385632681834	1.07293857303692	1.06665997628774	1.69650651360854
"RP11-867G2.8"	1.01037343527472	1.01414149759104	1.03748636822744	1.03675333031978	1.10949962373436	1
"AMOTL1"	1.04886296094023	1.07937446533703	1.25499556784967	1.52452744528253	1.76501316766563	2.80635343352764
"RP11-856F16.2"	1.00389559646423	1.00109094026639	1.00139939171865	1.01231660345899	1.00185216343277	1
"CWC15"	1.33406403401962	1.26159690328593	1.318844989064	1.20129442809423	1.15422870065381	1
"KDM4D"	1.00129927747331	1.0238808022819	1.01673609361529	1.06093766462863	1.03676133608726	1
"SRSF8"	1.1326593274269	1.20591472559955	1.19485371450989	1.06093766462863	1.05763937902177	1
"ENDOD1"	1.06661156169008	1.94712104381962	1.12006193926869	1.08488034860994	1.13064614863194	1
"RP11-712B9.2"	1.08046563120135	1.10873639143993	1.18578227033149	1.0967642126882	1.04495298024294	1.69650651360854
"SESN3"	1.44750179432142	1.24282886965918	1.71489777097885	2.05025991187904	1.81228286268663	1.69650651360854
"RP11-338H14.1"	1.00259780902125	1.00436060909983	1.00279791825506	1	1.00555195168802	1
"FAM76B"	1.12280093476393	1.21994031659523	1.14918365110865	1.25764937657262	1.20332933415921	1
"CEP57"	1.26461821955045	1.34314431302186	1.58935523702337	1.46248209991364	1.61143541347698	1.69650651360854
"MTMR2"	1.12896689799247	1.8376902488545	1.39708687656906	1.66516166482154	1.78871714367958	1.69650651360854
"MAML2"	4.66403441800295	2.5620326170359	6.19920982925964	11.3917599111278	12.3432997976911	5.73873962966865
"CCDC82"	1.21498682132895	1.49183205921009	1.38741432657347	1.53475928419106	1.50020502273366	1.69650651360854
"JRKL"	1.0552169047626	1.03250365306683	1.04710708646294	1.04887635582942	1.04313507792288	1
"RP11-49K4.2"	1	1.00762557251297	1.00279791825506	1	1	1
"RP11-360K13.1"	1	1.00218135448674	1.00419558188275	1.01231660345899	1.00555195168802	1
"RP11-379J13.2"	1	1.00109094026639	1.00279791825506	1	1	1
"CNTN5"	1.05013511034789	1.05072236060337	1.09598357942881	1.51426511515079	1.9101009548201	1.69650651360854
"CTD-2383M3.1"	1	1	1.00559238486473	1	1	1
"ARHGAP42"	1.06281935578823	1.13466432862141	2.11811332770193	1.29093013755091	1.58282034312488	2.80635343352764
"TMEM133"	1.00259780902125	1.00653777242144	1.03610875871358	1.01231660345899	1.00185216343277	1
"PGR"	1	1.04751750903262	1	1	1.00462757030768	1
"TRPC6"	1.01425132412044	1.06562158970546	1.00559238486473	1.01231660345899	1.02120942700961	1
"CEP126"	1.02198749075028	1.17561335384427	1.21675870197221	1.22397403038808	1.3787705830329	1
"C11orf70"	1	1.00544945163811	1.01534609557155	1.0245672202814	1.03767293087784	1
"RP11-732A21.3"	1	1.00109094026639	1.00698832945351	1	1.00462757030768	1
"YAP1"	1.00778451225067	1.17052957910862	1.7093813526998	1.34557203223163	1.41552336574371	1
"BIRC3"	1.52061767649172	1.03894991955426	1.00977765240984	1.01231660345899	1.00647595703539	1
"BIRC2"	1.52385483623841	1.32296732254972	1.22956270405376	1.21265770159277	1.20332933415921	1
"TMEM123"	1.47059129682098	1.89809998512249	1.58250729290681	1.23524422950165	1.19820304936441	1
"RP11-315O6.1"	1.00259780902125	1.0108858592109	1.00559238486473	1	1.0073995870004	1
"MMP7"	1.05902115035695	1	1.00419558188275	1	1	1
"MMP20"	1.00519264161487	1.01197158709047	1.00977765240984	1	1.00647595703539	1
"DCUN1D5"	1.10545579178302	1.13156690812775	1.21932425860267	1.08488034860994	1.14464697725147	1
"DYNC2H1"	1.09049209347294	1.42255508822499	1.75766023406025	1.60555947882372	1.91913525129991	2.28175023371705
"RP11-563P16.1"	1.00259780902125	1.00871285297201	1.00559238486473	1	1.01016823107769	1
"PDGFD"	1.00389559646423	1.01739251574783	1.04298873326281	1.0245672202814	1.04313507792288	1
"RP11-886D15.1"	1.00129927747331	1.00109094026639	1.00139939171865	1	1.00462757030768	1
"CASP4"	1.15104230239157	1.05072236060337	1.05121828140769	1.10859134277501	1.00462757030768	1
"CASP5"	1.01812266031303	1	1.00139939171865	1.03675333031978	1.00185216343277	1
"CASP1"	1.28911211249797	1.01197158709047	1.00838341789127	1.06093766462863	1.00185216343277	1
"CARD16"	1.13634643571989	1.01955730813355	1.00419558188275	1	1	1
"RP11-94P11.4"	1.00907934132232	1.01305679953701	1.02090105193616	1.03675333031978	1.04949162545361	1
"GRIA4"	1.03738267249749	1.97142733228353	3.4065653874563	7.82614940855563	9.23629867491298	2.80635343352764
"MSANTD4"	1.03738267249749	1.15624265015908	1.23594259948902	1.07293857303692	1.13415352080879	1.69650651360854
"KBTBD3"	1.04121565736507	1.2625812628528	1.12405268142273	1.03675333031978	1.08995737782221	1
"AASDHPPT"	1.11909415398952	1.30750252550676	1.34719407869596	1.0967642126882	1.15857239843909	1
"RP11-677I18.3"	1	1	1.00698832945351	1	1	1
"GUCY1A2"	1.02713055789197	1.16747461858808	1.36919726997671	1.56527563335558	1.66282876610773	1
"RP11-819C21.1"	1.01683294008092	1.0292738331273	1.0319710539151	1.01231660345899	1.02579434066217	1
"CWF19L2"	1.25758139271657	1.47441878543635	1.45332845289806	1.71411712317911	1.63088508832314	1
"ALKBH8"	1.06534815718211	1.06137412573425	1.08250515105928	1.12036287475752	1.09797053330093	1
"ELMOD1"	1.00129927747331	1.00544945163811	1.02367351580096	1.07293857303692	1.12713395320586	1
"SLN"	1.00129927747331	1	1.00419558188275	1	1	1
"SLC35F2"	1.04376751328914	1.01305679953701	1.07166870291792	1.18988336910337	1.1411539074635	1
"RAB39A"	1.08172118604252	1.00109094026639	1.1160648925205	1.16691439547401	1.10063583290549	1
"CUL5"	1.42535919010358	1.67265067652174	1.71489777097885	1.84803788109653	2.0766799422119	1.69650651360854
"RP11-144G7.2"	1.01037343527472	1.02063894147736	1.01812525091795	1.01231660345899	1.00924572337588	1
"ACAT1"	1.27163775481597	1.32489478808114	1.34473947764902	1.24646908930461	1.33995148169955	1
"NPAT"	1.15957662005625	1.16849333156657	1.16885317457874	1.23524422950165	1.31050765217737	1.69650651360854
"ATM"	2.40651872416326	1.96495868397943	1.65713449839691	2.81743477311932	2.24984506901735	1
"C11orf65"	1.07291868141741	1.12949987457543	1.13201541999514	1.10859134277501	1.16290889871483	1
"KDELC2"	1.0602878879467	1.05285652588061	1.1452318796269	1.01231660345899	1.01385454028629	1
"EXPH5"	1.01295942491089	1.04965455815517	1.04161434893261	1.22397403038808	1.16464149486	1
"DDX10"	1.30994397340306	1.35365977508902	1.34842063694219	1.44154106081322	1.4784577985364	1.69650651360854
"RP11-708B6.2"	1.00648894627799	1.01305679953701	1.04984867518782	1.08488034860994	1.04858459248264	1.69650651360854
"RP11-262A12.1"	1.00129927747331	1.0108858592109	1.00838341789127	1	1.00370281224176	1
"ZC3H12C"	1.36932160970426	1.25568358562421	1.38741432657347	1.69461015521288	1.59715624869895	1.69650651360854
"RDX"	1.67483450242469	2.8896906688318	2.36108703924636	2.03225002354846	2.03560549251879	1.69650651360854
"RP11-347E10.1"	1.00129927747331	1.00218135448674	1.00139939171865	1.01231660345899	1.02120942700961	1
"FDX1"	1.34320189466162	1.15214631714557	1.26005472640802	1.1553546593979	1.17328743454794	1
"ARHGAP20"	1.20782363343284	1.04109474089284	1.17015925340359	1.06093766462863	1.11391977542087	1
"RP11-89C3.4"	1	1	1.03335110360096	1	1	1
"C11orf53"	1	1.00109094026639	1.00279791825506	1	1	1
"COLCA1"	1	1.00218135448674	1.00838341789127	1.01231660345899	1.00924572337588	1
"COLCA2"	1.00129927747331	1.00436060909983	1.01395525461538	1.01231660345899	1.0404055912636	1
"POU2AF1"	1.01166679588203	1.10873639143993	1.00559238486473	1	1.00924572337588	1
"BTG4"	1.00259780902125	1.01414149759104	1	1	1.00370281224176	1
"C11orf88"	1	1.00436060909983	1.00279791825506	1	1	1
"LAYN"	1.01166679588203	1.25962716326872	1.04023916132034	1.03675333031978	1.06125168988207	1
"SIK2"	1.50655453867186	2.5548331928198	1.94629101820417	2.26983921154428	2.16764876668226	1.69650651360854
"PPP2R1B"	1.05394747354608	1.53903733624735	1.19226499309084	1.23524422950165	1.32362957987835	1
"RP11-108O10.2"	1	1.00436060909983	1	1.01231660345899	1.01109036597983	1
"ALG9"	1.01425132412044	1.03787677362827	1.0319710539151	1.01231660345899	1.02304448386554	1
"C11orf1"	1.13142911046874	1.03357926585302	1.05805450855081	1.01231660345899	1.06305580499086	1
"CRYAB"	1.56566547319902	7.65888378096627	5.26653381268825	1.66516166482154	1.68863011485636	1
"HSPB2-C11orf52"	1	1.00544945163811	1	1	1	1
"DIXDC1"	1.05013511034789	2.04595146241463	1.40191204419863	1.52452744528253	1.76645377201098	1
"DLAT"	1.05902115035695	1.11498338512387	1.1740736250742	1.14374349220445	1.1681032694215	1
"PIH1D2"	1.00129927747331	1.00436060909983	1.02228769994538	1.04887635582942	1.02671023444967	1
"C11orf57"	1.08423036267615	1.09514742601509	1.16231305714785	1.12036287475752	1.08102316820095	1
"TIMM8B"	1.27163775481597	1.26159690328593	1.40432187220719	1.0967642126882	1.0621539170091	1
"AP002884.2"	1.05648566028486	1.03680313625673	1.07709296005473	1.06093766462863	1.06034912306594	1
"IL18"	2.70760489081763	1.03142754400215	1.0635094402279	1.78163474175922	1.06575943947959	1
"BCO2"	1.11785735243432	1.13672719740792	1.052587098126	1.04887635582942	1.06305580499086	1
"PTS"	1.19944273351264	1.45599010712512	1.47225489726682	1.40987415810268	1.44478131479364	1
"PLET1"	1.01037343527472	1.0238808022819	1.03059018673633	1.0245672202814	1.01293351994626	1
"RP11-356J5.12"	1.0602878879467	1.09933655936141	1.08115322826922	1.29093013755091	1.26995344853867	1.69650651360854
"RP11-65M17.3"	1.01166679588203	1.00979961485408	1.01673609361529	1.0245672202814	1.05673544798026	1
"RP11-65M17.1"	1	1.00218135448674	1.00139939171865	1	1	1
"RP11-27G22.1"	1	1.00327124373965	1	1	1	1
"RP11-629G13.1"	1.00129927747331	1.00871285297201	1.01812525091795	1	1.01385454028629	1
"NCAM1"	1.14492917701728	5.92997185920386	4.29410881529275	5.98744143930512	8.17694023412098	2.80635343352764
"NCAM1-AS1"	1	1.00327124373965	1.00698832945351	1.01231660345899	1.00647595703539	1
"RP11-839D17.3"	1.00259780902125	1.00109094026639	1.00279791825506	1	1	1
"TTC12"	1.05902115035695	1.08148339914567	1.02505850162561	1.07293857303692	1.01845410089633	1
"ANKK1"	1.00259780902125	1.00544945163811	1	1	1	1
"DRD2"	1	1.00218135448674	1.00838341789127	1.04887635582942	1.04676948357162	1
"TMPRSS5"	1.00778451225067	1.04751750903262	1.06214687057145	1.16691439547401	1.30392484813423	1
"ZW10"	1.03482386312853	1.08359051393869	1.11072561594032	1.16691439547401	1.17415047583614	1
"USP28"	1.08046563120135	1.14804352650072	1.22188742772492	1.26878583548278	1.29897807631164	1
"RP11-667M19.10"	1	1.00218135448674	1.00139939171865	1	1	1
"HTR3B"	1	1.00218135448674	1.00139939171865	1	1.0073995870004	1
"ZBTB16"	2.6749044829936	2.70560769470088	2.23125615653034	5.58430340625629	6.1103651545654	2.28175023371705
"RP11-64D24.2"	1.03354340773206	1.06243669621152	1.06759252231523	1.06093766462863	1.05673544798026	1
"NNMT"	1.01554249526236	1.0709204051543	1.06078352665926	1.08488034860994	1.10861465814293	1
"C11orf71"	1.03226224967873	1.0846433912883	1.03335110360096	1.01231660345899	1.0404055912636	1
"RBM7"	1	1.00109094026639	1.00279791825506	1	1	1
"RP11-212D19.4"	1.00259780902125	1.01739251574783	1.00279791825506	1.03675333031978	1.01569547085486	1
"REXO2"	1.11661994479732	1.2348889580324	1.14259400891184	1.03675333031978	1.05944621601538	1
"NXPE1"	1	1.00327124373965	1.00139939171865	1	1	1
"NXPE4"	1.00129927747331	1	1.00279791825506	1	1	1
"NXPE2"	1	1.00109094026639	1.00279791825506	1	1.00277767683567	1
"CADM1"	1.99002801701494	3.75903880957363	2.65099742145794	3.32122993011931	3.9420991803775	4.98464641799859
"AP000462.3"	1.00907934132232	1.01197158709047	1.00559238486473	1	1	1
"AP000462.2"	1.06661156169008	1.23588268082651	1.25752627343022	1.0245672202814	1.03858417128037	1
"RP11-136I14.5"	1	1.00436060909983	1.00139939171865	1	1.00832284223168	1
"AP000797.3"	1.02841454309225	1.00218135448674	1.01812525091795	1	1.05854296818347	1
"LINC00900"	1.03993869081183	1	1.00559238486473	1	1	1
"BUD13"	1.03738267249749	1.08148339914567	1.10135442053683	1.08488034860994	1.10949962373436	1
"ZPR1"	1.07165857295765	1.07726370580612	1.11072561594032	1.08488034860994	1.03949505788086	1
"APOA1"	1.00519264161487	1.00653777242144	1.00698832945351	1	1	1
"APOA1-AS"	1.00259780902125	1.03357926585302	1.02644265953249	1.01231660345899	1.01201212872307	1
"SIK3"	3.83920586561065	9.32640476079727	4.86378512543542	4.81011755822967	5.65669668952462	4.17599948208535
"AP000936.4"	1.00259780902125	1.00544945163811	1	1	1.00462757030768	1
"PAFAH1B2"	1.20782363343284	1.70983422359363	1.38135380132758	1.40987415810268	1.44320653996199	1
"SIDT2"	1.07543693529569	1.22991502133608	1.11739794456858	1.24646908930461	1.23473107820892	1
"TAGLN"	1.0552169047626	3.874234447146	1.04436231630549	1.10859134277501	1.16896800335635	1
"PCSK7"	1.17414260632998	1.3555677899402	1.40432187220719	1.72383380714391	1.8590128692589	1.69650651360854
"RNF214"	1.11042377087838	1.18676357658212	1.23849047685947	1.43101994378438	1.59263529603111	1
"BACE1"	1.16079353678209	2.08710009171264	1.32873587585317	1.45202829286928	1.50639287908341	1
"BACE1-AS"	1.01295942491089	1.03465438333401	1.03473033785109	1	1.0221271377469	1
"CEP164"	1.07669508360219	1.26159690328593	1.22188742772492	1.42046447052973	1.66874176318996	2.28175023371705
"AP000892.4"	1.00519264161487	1.04216641820885	1.07031073981913	1.01231660345899	1.02854093796363	1
"DSCAML1"	1.02969781901417	3.38194059012886	2.03300611547559	4.24681265108732	8.67213784067623	1.69650651360854
"RP11-35P15.1"	1	1.00327124373965	1	1	1	1
"FXYD6-FXYD2"	1	1	1.00559238486473	1.04887635582942	1.21780165943804	1
"RP11-728F11.4"	1.00259780902125	1	1.01256356856555	1.01231660345899	1.06665997628774	1
"FXYD6"	1	1	1.00279791825506	1	1	1
"IL10RA"	1.62065703339931	1.01305679953701	1.00698832945351	1.32383528361605	1.02579434066217	1
"TMPRSS4-AS1"	1.05140657788323	1.00327124373965	1.00279791825506	1.60555947882372	1.0221271377469	1
"TMPRSS4"	1.01037343527472	1	1	1.03675333031978	1.00277767683567	1
"SCN4B"	1.00129927747331	1.00436060909983	1.00419558188275	1	1.01753492548565	1
"SCN2B"	1.00519264161487	1.01739251574783	1.00419558188275	1.01231660345899	1.03219802568285	1
"JAML"	1.00519264161487	1.00436060909983	1.00139939171865	1	1.00277767683567	1
"MPZL3"	1.00389559646423	1.02496041283401	1.00559238486473	1	1.00277767683567	1
"MPZL2"	1	1.01414149759104	1	1	1	1
"CD3E"	1	1.01955730813355	1.00139939171865	1	1	1
"CD3D"	1	1.01522568228938	1	1	1	1
"CD3G"	1	1.00762557251297	1	1	1.00462757030768	1
"UBE4A"	1.19824334724133	1.42255508822499	1.33490115381571	1.43101994378438	1.56766754739122	2.28175023371705
"ATP5L"	2.67406368876209	1.78568478372503	2.34767255265601	1.24646908930461	1.26244253143841	1
"RP11-770J1.4"	1	1.00109094026639	1.00419558188275	1.01231660345899	1.00185216343277	1
"KMT2A"	1.39073344151158	1.77215524332588	1.90544614267423	2.21802678288099	2.48581535573875	1.69650651360854
"RP11-770J1.3"	1.01037343527472	1.04430831086847	1.04984867518782	1.01231660345899	1.0801279512436	1
"TTC36"	1.00259780902125	1.00218135448674	1.00977765240984	1	1	1
"TMEM25"	1.01554249526236	1.06562158970546	1.07166870291792	1.01231660345899	1.11038427695024	1
"IFT46"	1.04249193099132	1.07197877503549	1.10135442053683	1.12036287475752	1.18448518409136	1
"ARCN1"	1.18018817945511	1.28219778775393	1.15969244694352	1.22397403038808	1.18877953881881	1
"PHLDB1"	1.05013511034789	2.41554005134947	1.2701461817382	1.40987415810268	2.38586432290694	1
"TREH"	1.00129927747331	1.03572900647973	1.00419558188275	1.01231660345899	1.00647595703539	1
"AP002954.4"	1.15592247163706	1.12536077376161	1.26510490855732	1.0245672202814	1.02304448386554	1
"DDX6"	1.57843085604145	1.69690423718032	1.75875062608125	1.81971088217864	1.73536486091926	1.69650651360854
"RP11-158I9.8"	1.03226224967873	1.01955730813355	1.04710708646294	1.01231660345899	1.01109036597983	1
"CXCR5"	1.00778451225067	1.00436060909983	1	1	1.00370281224176	1
"RP11-158I9.5"	1.00389559646423	1	1	1	1	1
"BCL9L"	1.11290407270281	1.04430831086847	1.07980055668602	1.22397403038808	1.15161900592475	1
"UPK2"	1.01554249526236	1.00327124373965	1.02505850162561	1.12036287475752	1.13327712840341	1
"RP11-110I1.12"	1.00389559646423	1.0108858592109	1.00977765240984	1.0245672202814	1.02854093796363	1
"CCDC84"	1.17898016336028	1.31040832091013	1.19485371450989	1.89482790374562	1.72373389719046	1
"RP11-110I1.11"	1.00778451225067	1.00653777242144	1.00698832945351	1.03675333031978	1.00277767683567	1
"RPS25"	4.53306903800314	2.2391013283718	2.9039433802224	1.21265770159277	1.18534460580753	1
"TRAPPC4"	1.17898016336028	1.17256425972113	1.23083985363697	1.04887635582942	1.0846007604328	1
"SLC37A4"	1.07165857295765	1.01847516656323	1.0319710539151	1.0245672202814	1.06485856568612	1
"HYOU1"	1.08423036267615	1.15214631714557	1.11072561594032	1.04887635582942	1.10329827828313	1
"RP11-110I1.14"	1.00129927747331	1.00218135448674	1	1	1	1
"RP11-110I1.13"	1.00259780902125	1.00979961485408	1.00698832945351	1	1.0073995870004	1
"VPS11"	1.06913638573451	1.13363227147869	1.06214687057145	1.07293857303692	1.12625514739784	1
"HMBS"	1.03226224967873	1.06456042731355	1.10269531887438	1	1.05492655804993	1
"H2AFX"	1.05013511034789	1.28317511813613	1.35576964779163	1.0245672202814	1.03493708098933	1
"DPAGT1"	1.08423036267615	1.06774251256698	1.05941940661413	1	1.03311140126409	1
"C2CD2L"	1.09049209347294	1.06243669621152	1.04984867518782	1.03675333031978	1.08728052947079	1
"HINFP"	1.03226224967873	1.09724287772368	1.12803716111795	1.16691439547401	1.16290889871483	1
"ABCG4"	1.00129927747331	1.00109094026639	1.00139939171865	1	1.00647595703539	1
"NLRX1"	1.02841454309225	1.03572900647973	1.03059018673633	1.06093766462863	1.17501323638529	1
"PDZD3"	1.00259780902125	1.00109094026639	1.00139939171865	1	1.00462757030768	1
"CCDC153"	1.00778451225067	1.00436060909983	1.00698832945351	1	1.00277767683567	1
"CBL"	1.57736882311859	1.24084600158785	1.33120350364363	1.89482790374562	1.57525201115414	1
"MCAM"	1.01295942491089	1.94224367932567	1.07709296005473	1.0245672202814	1.07744032681316	1
"RNF26"	1.03226224967873	1.06243669621152	1.03610875871358	1	1.0073995870004	1
"USP2"	1.10669871173527	1.16033256860811	1.13069002235443	1.12036287475752	1.21780165943804	1
"RP11-334E6.3"	1	1.00544945163811	1	1	1.00555195168802	1
"USP2-AS1"	1.01554249526236	1.01630935466515	1.10671369177094	1.0967642126882	1.2135530318146	1
"THY1"	1.00259780902125	1.06349879644294	1.1160648925205	1.08488034860994	1.31707585041593	1
"RP11-196E1.3"	1.00259780902125	1.0292738331273	1.00977765240984	1.0245672202814	1.05763937902177	1
"PVRL1"	1.02713055789197	1.54264184880498	1.05805450855081	1.04887635582942	1.28408739594142	1
"CTD-2523D13.1"	1.00259780902125	1.01522568228938	1.00279791825506	1	1.00647595703539	1
"CTD-2523D13.2"	1.00259780902125	1.0108858592109	1	1	1.00832284223168	1
"TRIM29"	1	1.00109094026639	1.00419558188275	1	1	1
"OAF"	1.01425132412044	1.05178968287242	1.03886316842267	1.03675333031978	1.05130465125632	1
"POU2F3"	1	1.00653777242144	1.00279791825506	1	1.00555195168802	1
"RP11-778O17.4"	1	1	1.00419558188275	1	1	1
"TMEM136"	1.00907934132232	1.15624265015908	1.07573803144539	1.10859134277501	1.12537603791847	1
"ARHGEF12"	1.20662794122334	1.65610392349949	1.93376410496759	2.15689284196643	2.44043766327984	2.28175023371705
